DATE,MC FP Equity_DX_SI_QTY,MC FP Equity_DX_SHORT_INTEREST_VALUE,MC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MC FP Equity_DX_SI_MV,MC FP Equity_DX_DSS,MC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MC FP Equity_DX_SUPPLY_SI_QTY,MC FP Equity_DX_BROKER_SI_QTY,MC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MC FP Equity_DX_BROKER_SI_MV_NEW_x,MC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,MC FP Equity_DX_SUPPLY_SI_QTY_INC_x,MC FP Equity_DX_BROKER_SI_MV_INC_x,MC FP Equity_DX_SUPPLY_SI_MV_NEW,MC FP Equity_DX_BROKER_SI_QTY_ADD,MC FP Equity_DX_BROKER_SI_QTY_NEW,MC FP Equity_DX_SUPPLY_SI_MV_DEC,MC FP Equity_DX_BROKER_SI_QTY_INC,MC FP Equity_DX_SUPPLY_SI_QTY_DEC,MC FP Equity_DX_BROKER_SI_MV_NEW_y,MC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,MC FP Equity_DX_BROKER_SI_MV_INC_y,MC FP Equity_DX_SUPPLY_SI_QTY_INC_y,MC FP Equity_DX_BROKER_SI_MV_ADD,MC FP Equity_DX_SUPPLY_SI_QTY_ADD,MC FP Equity_DX_BROKER_SI_QTY_DEC,MC FP Equity_DX_SUPPLY_SI_MV,MC FP Equity_DX_BROKER_SI_MV_DEC,MC FP Equity_DX_SUPPLY_SI_MV_RMV,MC FP Equity_DX_BROKER_SI_MV_RMV,MC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MC FP Equity_DX_UTILIZATION_QUANTITY,MC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,MC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MC FP Equity_DX_ACTIVE_UTILIZATION_MV,MC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,MC FP Equity_DX_BROKER_SI_CON_RATIO,MC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,MC FP Equity_DX_DEMAND_SUPPLY_RATIO,MC FP Equity_PX_LAST
2006-09-15,17688338.0,1091854192.04,7.46,16.23,3.61,1402.82,1.0,560102657.99,11441468.0,9073817.0,706251474.78,0.0,0.0,1475.0,1.43,0.0,0.0,0.0,0.56,15910.0,10930.0,0.0,0.0,1.43,1475.0,0.0,0.0,66071.0,904.47,4.57,0.0,0.0,27.48,27.48,30195748.0,1863903439.41,0.0,2381.7,27.52,14.63,0.1251,24.95,0.4248,78.65
2006-09-18,18251604.0,1130920462.85,7.7,16.0,3.73,1439.05,1.0,564078089.24,11975002.0,9103496.0,742004637.21,0.0,0.0,411985.0,0.57,0.0,0.0,0.0,4.79,33604.0,60460.0,0.0,0.0,0.57,411985.0,0.0,182009.0,3925.0,940.12,0.35,0.0,0.0,28.74,28.74,29695554.0,1840019631.93,0.0,2344.77,28.62,14.13,0.1215,24.24,0.438,78.95
2006-09-19,18154170.0,1117046754.59,7.66,16.09,3.71,1439.5,1.0,560014584.45,11874122.0,9101320.0,730628249.25,0.0,0.0,7111.0,0.1,0.0,0.0,0.0,7.86,1474.0,117291.0,0.0,0.0,0.1,7111.0,0.0,9300.0,3650.0,938.36,0.0,0.0,0.0,28.55,28.55,29721218.0,1828780390.92,0.0,2340.42,28.62,14.23,0.122,24.36,0.4364,78.4
2006-09-20,18815882.0,1173268397.27,7.94,16.57,3.84,1485.91,1.0,611146346.05,12095856.0,9801046.0,754239720.61,0.0,6353.0,3164.0,69.4,0.51,0.0,0.0,7.23,875517.0,77519.0,0.0,6353.0,69.4,3164.0,0.0,289736.0,175791.0,950.82,15.25,0.0,0.0,29.44,29.44,28984880.0,1807358469.98,0.0,2296.67,29.28,15.08,0.1208,23.39,0.458,79.45
2006-09-21,19535072.0,1230379106.99,8.24,17.17,3.99,1549.15,1.0,665633147.43,12045473.0,10568443.0,758661053.98,0.0,0.0,20427.0,66.93,0.0,0.0,0.0,3.85,825093.0,64457.0,0.0,0.0,66.93,20427.0,0.0,0.0,57695.0,953.99,6.17,0.51,0.0,29.32,29.32,29031220.0,1828475806.92,6353.0,2317.62,29.16,16.11,0.1223,22.67,0.4756,80.25
2006-09-22,19197392.0,1198564216.3,8.1,17.21,3.92,1539.64,1.0,628847274.7,12203770.0,10072241.0,761926517.2,0.0,0.0,163529.0,0.0,0.0,0.0,0.0,0.0,0.0,18845.0,0.0,0.0,0.0,163529.0,0.0,13613.0,496203.0,976.84,30.98,0.0,0.0,29.78,29.78,28771430.0,1796306834.27,0.0,2288.95,29.91,14.41,0.1206,23.06,0.4685,79.55
2006-09-25,19494092.0,1205613546.92,8.22,17.4,3.98,1557.98,1.0,621693887.75,12518818.0,10052440.0,774227215.72,0.0,0.0,123002.0,0.0,0.0,0.0,0.0,13.1,0.0,157954.0,0.0,0.0,0.0,123002.0,0.0,350000.0,19801.0,997.36,2.77,0.0,0.0,30.33,30.33,28751222.0,1778121429.49,0.0,2275.3,30.48,14.18,0.1165,22.57,0.4724,78.8
2006-09-26,19247960.0,1210785258.28,8.12,17.34,3.93,1533.12,1.0,631931011.24,12497926.0,10045863.0,786177057.72,0.0,0.0,177985.0,50.0,0.0,0.0,0.0,20.42,631189.0,243877.0,0.0,0.0,50.0,177985.0,0.0,45000.0,637766.0,991.54,51.82,0.0,0.0,30.31,30.31,28732474.0,1807404834.24,0.0,2292.16,30.2,14.47,0.1097,18.7,0.4668,80.15
2006-09-27,19386098.0,1232407444.88,8.18,17.38,3.96,1558.09,1.0,628245730.47,12933851.0,9882473.0,822227054.84,0.0,50635.0,362145.0,17.18,4.1,0.0,0.0,15.58,178738.0,218951.0,0.0,50635.0,17.18,362145.0,0.0,242096.0,342128.0,1038.5,26.41,0.0,0.0,31.44,31.44,28199284.0,1792676769.81,0.0,2278.07,31.31,14.06,0.1106,19.52,0.4713,81.0
2006-09-28,19174172.0,1215925230.26,8.09,17.18,3.91,1552.61,1.0,616734459.75,12888177.0,9725411.0,817300459.51,0.0,0.0,192446.0,5.55,0.0,0.0,0.0,17.77,38004.0,235077.0,0.0,0.0,5.55,192446.0,0.0,47592.0,195065.0,1043.35,15.14,4.1,0.0,31.42,31.42,28130040.0,1783859316.8,50635.0,2272.06,31.47,14.09,0.1113,19.82,0.4675,80.8
2006-09-29,18700592.0,1192497878.9,7.89,17.0,3.82,1515.44,1.0,594659651.55,12485739.0,9325373.0,796189621.91,0.0,0.0,1608.0,2.91,0.0,0.0,0.0,32.37,30620.0,404047.0,0.0,0.0,2.91,1608.0,0.0,0.0,430658.0,1011.16,34.54,0.0,0.0,30.57,30.57,28351524.0,1807917751.14,0.0,2296.66,30.57,14.47,0.116,20.3,0.4579,81.25
2006-10-02,18317644.0,1159452273.61,7.73,16.86,3.74,1486.16,1.0,555481985.72,12652401.0,8775800.0,800859275.68,0.0,0.0,146343.0,11.84,0.0,0.0,0.0,3.83,145427.0,49680.0,0.0,0.0,11.84,146343.0,0.0,70000.0,695000.0,1024.23,54.47,0.0,0.0,30.88,30.88,28325736.0,1792934670.36,0.0,2288.56,30.92,15.52,0.1153,20.82,0.447,80.65
2006-10-03,17397176.0,1102554785.38,7.34,15.85,3.55,1410.93,1.0,511845915.03,12965855.0,8076400.0,821717586.62,0.0,0.0,468006.0,1.51,0.0,0.0,0.0,28.04,19484.0,341364.0,0.0,0.0,1.51,468006.0,0.0,186811.0,718884.0,1046.97,56.63,0.0,0.0,31.32,31.32,28427124.0,1801583291.49,0.0,2295.73,31.32,16.47,0.1199,21.87,0.4203,80.75
2006-10-04,18365680.0,1157447893.15,7.75,16.77,3.75,1492.1,1.0,565180637.54,13104350.0,8967943.0,825866632.69,0.0,50635.0,159994.0,79.72,4.06,0.0,0.0,8.88,963941.0,117989.0,0.0,50635.0,79.72,159994.0,0.0,45855.0,72398.0,1059.05,5.96,0.0,0.0,31.69,31.69,28252166.0,1780517248.13,0.0,2276.02,31.75,15.56,0.125,23.84,0.4441,80.3
2006-10-05,18332078.0,1176192344.12,7.71,16.48,3.74,1485.5,1.0,569498591.96,13128170.0,8876178.0,842307841.28,0.0,0.0,627845.0,1.06,0.0,0.0,0.0,58.78,13476.0,724117.0,0.0,0.0,1.06,627845.0,0.0,170728.0,105242.0,1058.58,9.44,4.06,0.0,31.93,31.93,27989678.0,1795827236.72,50635.0,2274.16,31.76,15.58,0.1256,23.83,0.4458,81.75
2006-10-06,18537316.0,1190087921.44,7.79,16.59,3.78,1526.91,1.0,584157380.96,13144733.0,9099084.0,843886351.93,0.0,0.0,30191.0,24.13,0.0,0.0,0.0,0.0,228202.0,29246.0,0.0,0.0,24.13,30191.0,0.0,15619.0,5296.0,1079.14,0.51,0.0,0.0,32.03,32.03,27892092.0,1790660621.68,0.0,2277.35,32.15,15.41,0.1279,24.61,0.4517,81.8
2006-10-09,18698642.0,1186503384.84,7.86,16.74,3.82,1534.21,1.0,589534367.5,13133005.0,9290738.0,833341527.46,0.0,0.0,17299.0,14.75,0.0,0.0,0.0,4.72,200920.0,53702.0,0.0,0.0,14.75,17299.0,0.0,24674.0,9265.0,1072.04,0.36,0.0,0.0,32.0,32.0,27902560.0,1770528677.2,0.0,2263.09,32.14,15.31,0.1268,24.48,0.4557,80.85
2006-10-10,19780652.0,1261371059.98,8.32,17.5,4.04,1614.55,1.0,659216445.8,13090124.0,10337744.0,834729997.03,0.0,0.0,5289.0,93.0,0.0,50000.0,0.0,9.07,1160855.0,106469.0,0.0,0.0,93.0,5289.0,4.06,58300.0,0.0,1063.2,0.0,0.0,13.33,31.98,31.98,27836372.0,1775067578.95,0.0,2257.1,32.02,14.38,0.1443,29.38,0.4833,81.25
2006-10-11,20045510.0,1290059831.81,8.43,18.06,4.09,1641.08,1.0,680643606.94,13302412.0,10576136.0,856097319.92,12.22,45823.0,219012.0,12.07,3.77,0.0,150538.0,51.14,129705.0,637065.0,12.22,45823.0,12.07,219012.0,0.0,584517.0,41851.0,1085.35,3.76,0.0,0.0,32.46,32.46,27673888.0,1780995908.75,0.0,2263.42,32.41,15.17,0.1441,29.01,0.4892,82.0
2006-10-12,19585934.0,1265094630.35,8.24,17.74,4.0,1610.19,1.0,682614511.4,12839039.0,10568097.0,829299194.91,0.0,0.0,9242.0,3.97,0.0,0.0,0.0,33.36,26733.0,426792.0,0.0,0.0,3.97,9242.0,0.0,0.0,34772.0,1052.52,2.77,3.77,0.0,31.69,31.69,27681228.0,1787985852.71,45823.0,2275.05,31.63,14.81,0.1466,29.57,0.4834,82.3
2006-10-13,20079420.0,1306425308.05,8.44,18.39,4.1,1661.16,1.0,713916275.24,12874429.0,10972709.0,837647694.62,0.0,0.0,30253.0,36.09,0.0,0.0,0.0,15.11,406071.0,205747.0,0.0,0.0,36.09,30253.0,0.0,210884.0,1459.0,1063.31,0.0,0.0,0.0,31.81,31.81,27604080.0,1796001513.86,0.0,2280.92,31.8,13.98,0.1388,28.79,0.4961,82.9
2006-10-16,20322198.0,1318233751.02,8.55,18.53,4.15,1684.9,1.0,724782724.79,12920158.0,11173419.0,838087904.87,0.0,0.0,54142.0,19.25,0.0,0.0,0.0,0.76,227493.0,12905.0,0.0,0.0,19.25,54142.0,0.0,4492.0,26783.0,1069.13,1.2,0.0,0.0,32.24,32.24,27157002.0,1761584874.47,0.0,2243.64,32.27,14.47,0.1373,28.29,0.5071,82.65
2006-10-17,20757696.0,1313900293.19,8.73,19.0,4.24,1714.92,1.0,717112191.53,13203121.0,11329320.0,835718210.39,0.0,0.0,208555.0,11.36,0.0,0.0,0.0,0.37,155901.0,4492.0,0.0,0.0,11.36,208555.0,0.0,78900.0,0.0,1086.73,0.0,0.0,0.0,32.97,32.97,26839264.0,1698845422.85,0.0,2186.69,33.2,14.17,0.1337,27.67,0.5184,80.65
2006-10-18,22970210.0,1470170897.51,9.66,20.11,4.69,1869.13,1.0,841879299.3,13581770.0,13153671.0,869279078.89,0.0,104823.0,80417.0,155.09,8.49,0.0,0.0,0.77,1923805.0,7317.0,0.0,104823.0,155.09,80417.0,0.0,200726.0,99454.0,1100.26,14.58,0.0,0.0,33.63,33.63,26805598.0,1715648662.77,0.0,2180.93,33.53,13.95,0.122,24.41,0.5687,81.55
2006-10-19,23310090.0,1497412742.64,9.8,20.09,4.76,1901.03,1.0,858177162.63,13712994.0,13359167.0,880906592.61,0.0,121500.0,197981.0,18.58,9.73,0.0,0.0,13.82,208817.0,173233.0,0.0,121500.0,18.58,197981.0,0.0,30799.0,3321.0,1114.7,0.93,3.73,0.0,33.72,33.72,26949318.0,1731192465.52,45823.0,2199.78,33.63,14.4,0.1239,25.79,0.5732,81.85
2006-10-20,23252100.0,1490037716.48,9.78,21.68,4.75,1907.92,1.0,830478100.57,14054932.0,12959645.0,900666124.03,0.0,0.0,127971.0,0.0,0.0,0.0,0.0,0.0,0.0,4614.0,0.0,0.0,0.0,127971.0,0.0,218581.0,399523.0,1150.53,29.39,9.73,0.0,34.25,34.25,26976056.0,1728675727.43,121500.0,2202.9,34.31,13.15,0.1202,25.63,0.5667,81.65
2006-10-23,23339646.0,1506638502.62,9.81,21.82,4.76,1919.41,1.0,851618576.24,13908202.0,13192598.0,897812787.54,0.0,0.0,11819.0,25.57,0.0,0.0,0.0,13.52,284735.0,169857.0,0.0,0.0,25.57,11819.0,0.0,11308.0,51781.0,1141.25,4.3,0.0,0.0,33.91,33.9,27111542.0,1750124789.5,0.0,2222.78,33.93,12.8,0.1215,25.87,0.5689,82.25
2006-10-24,23646864.0,1520902598.88,9.94,22.02,4.83,1947.27,1.0,855173647.78,14141272.0,13296167.0,909528525.06,0.0,121500.0,77602.0,12.13,9.96,0.0,0.0,3.4,136544.0,42835.0,0.0,121500.0,12.13,77602.0,0.0,198304.0,32975.0,1161.84,2.67,0.0,0.0,34.38,34.38,26988232.0,1735810388.55,0.0,2210.62,34.45,12.96,0.1214,25.74,0.5749,81.95
2006-10-25,24226032.0,1578117258.62,10.19,22.63,4.94,1990.47,1.0,888237038.2,14474074.0,13635526.0,942861215.65,0.0,70990.0,181797.0,29.31,5.89,0.0,0.0,1.31,360000.0,11242.0,0.0,70990.0,29.31,181797.0,0.0,212756.0,20641.0,1186.68,2.75,9.76,0.0,35.38,35.38,26438310.0,1722228109.82,121500.0,2181.13,35.24,13.76,0.1181,24.56,0.5921,83.0
2006-10-26,24125728.0,1568743106.41,10.14,22.23,4.92,1993.72,1.0,892065297.52,14342388.0,13719088.0,932594544.07,0.0,0.0,90082.0,10.21,0.0,0.0,0.0,13.29,84262.0,170786.0,0.0,0.0,10.21,90082.0,0.0,20007.0,700.0,1184.08,0.0,5.89,0.0,35.33,35.32,26256328.0,1707282513.9,70990.0,2174.81,35.25,13.75,0.1183,24.84,0.5942,82.85
2006-10-27,24247058.0,1565214449.19,10.2,22.21,4.95,2002.45,1.0,887194633.6,14433726.0,13743714.0,931736810.74,0.0,0.0,121609.0,3.47,0.0,0.0,0.0,5.61,43174.0,67491.0,0.0,0.0,3.47,121609.0,0.0,37220.0,18548.0,1190.32,1.57,0.0,0.0,35.56,35.55,26159466.0,1688665658.58,0.0,2156.74,35.56,13.87,0.1185,24.68,0.5973,82.25
2006-10-30,24300124.0,1554336297.54,10.22,23.3,4.96,2001.76,1.0,882441018.0,14443123.0,13795873.0,923841801.33,0.0,0.0,14667.0,5.1,0.0,0.0,0.0,0.52,81612.0,5270.0,0.0,0.0,5.1,14667.0,0.0,0.0,29453.0,1186.79,2.36,0.0,0.0,35.67,35.66,26053408.0,1666483583.75,0.0,2133.85,35.74,13.3,0.1181,24.09,0.6,81.5
2006-10-31,24188054.0,1550015385.63,10.17,23.22,4.94,1979.13,1.0,878341863.88,14418657.0,13706561.0,923974296.99,0.0,0.0,28487.0,0.0,0.0,0.0,0.0,5.57,1374.0,54582.0,0.0,0.0,0.0,28487.0,0.0,1630.0,90686.0,1175.38,10.8,0.0,0.0,35.46,35.45,26248148.0,1682030032.03,0.0,2145.77,35.39,13.33,0.1183,24.15,0.5947,81.65
2006-11-01,24003216.0,1535344835.55,10.09,23.12,4.9,1968.98,1.0,867508080.08,14338226.0,13562415.0,917132155.96,0.0,70990.0,50311.0,0.0,5.79,0.0,0.0,1.46,0.0,19958.0,0.0,70990.0,0.0,50311.0,0.0,68225.0,144145.0,1172.44,10.62,20.41,0.0,35.49,35.49,26065330.0,1667246164.11,250000.0,2128.43,35.52,13.42,0.1189,24.19,0.594,81.5
2006-11-02,24148222.0,1510505711.07,10.15,23.43,4.93,1971.87,1.0,835435588.88,14032766.0,13355980.0,877769517.99,0.0,250000.0,308202.0,0.0,19.9,100000.0,0.0,26.59,15731.0,318643.0,0.0,250000.0,0.0,308202.0,8.14,455972.0,322167.0,1139.59,26.48,81.94,0.0,36.36,36.36,24562902.0,1536444536.23,1000990.0,1979.21,36.54,13.69,0.1195,24.04,0.6256,79.7
2006-11-03,24229716.0,1524160635.48,10.19,23.05,4.95,1958.4,1.0,839402339.69,14092633.0,13344053.0,886491466.46,0.0,0.0,99751.0,14.02,0.0,0.0,0.0,14.66,183801.0,146865.0,0.0,0.0,14.02,99751.0,0.0,106981.0,195727.0,1130.43,20.42,0.0,0.0,36.47,36.47,24545916.0,1544051070.55,0.0,1970.53,36.45,13.49,0.115,23.09,0.627,80.15
2006-11-06,24275664.0,1543245527.95,10.21,23.09,4.95,1964.64,1.0,848001760.59,14162067.0,13339294.0,900306849.05,0.0,0.0,104830.0,7.15,0.0,0.0,0.0,3.14,79547.0,45396.0,0.0,0.0,7.15,104830.0,0.0,10000.0,84306.0,1138.82,7.21,0.0,0.0,36.83,36.83,24288440.0,1544057720.15,0.0,1963.11,36.71,13.37,0.1156,23.24,0.6313,81.0
2006-11-07,24469796.0,1592075905.44,10.29,23.57,4.99,1995.07,1.0,871417161.8,14276288.0,13393457.0,928856707.42,0.0,0.0,163447.0,11.88,0.0,0.0,0.0,8.45,103202.0,112226.0,0.0,0.0,11.88,163447.0,0.0,63000.0,49040.0,1159.96,3.42,0.0,0.0,37.37,37.37,23927784.0,1556811032.54,0.0,1967.67,37.09,13.69,0.1152,23.18,0.6405,82.9
2006-11-08,26936384.0,1733532696.98,11.33,25.58,5.5,2237.61,2.0,948329649.64,16282430.0,14735558.0,1047880992.17,0.0,1121668.0,246931.0,108.68,91.82,155725.0,0.0,5.7,1233000.0,118233.0,0.0,1121668.0,108.68,246931.0,12.93,755777.0,46623.0,1347.65,0.0,0.0,0.0,40.48,40.48,23937906.0,1540561002.85,0.0,1972.27,40.59,15.62,0.1063,20.86,0.6697,82.0
2006-11-09,26816928.0,1722687887.76,11.28,25.65,5.47,2206.16,2.0,903594395.83,16739069.0,14066173.0,1075298088.53,0.0,0.0,577538.0,0.0,0.0,100000.0,0.0,7.56,0.0,84076.0,0.0,0.0,0.0,577538.0,8.17,54844.0,769385.0,1369.34,66.92,7.52,0.0,41.47,41.46,23628448.0,1517863685.81,91668.0,1935.76,41.43,15.67,0.1034,20.85,0.6643,81.85
2006-11-10,26562342.0,1694867688.23,11.17,25.18,5.42,2184.99,2.0,875417368.79,17115202.0,13719735.0,1092072485.45,0.0,0.0,509839.0,4.14,0.0,0.0,0.0,25.65,50000.0,307297.0,0.0,0.0,4.14,509839.0,0.0,173592.0,396438.0,1398.78,32.47,0.0,0.0,42.27,42.26,23378322.0,1491704404.78,0.0,1907.73,42.3,15.83,0.1003,20.01,0.6559,81.3
2006-11-13,27203808.0,1771026182.83,11.44,25.77,5.55,2243.11,2.0,919293681.69,16960230.0,14120790.0,1104147308.96,0.0,0.0,0.0,37.06,0.0,0.0,0.0,11.99,403236.0,154973.0,0.0,0.0,37.06,0.0,0.0,0.0,2181.0,1389.28,0.21,0.0,0.0,39.29,39.29,26208718.0,1706243691.93,0.0,2146.56,39.29,15.37,0.1042,20.71,0.6301,82.95
2006-11-14,27146906.0,1770517620.9,11.42,25.31,5.54,2259.37,2.0,840375345.28,18194592.0,12885266.0,1186648885.18,0.0,322780.0,901903.0,43.24,26.77,0.0,0.0,0.1,518078.0,51367.0,0.0,322780.0,43.24,901903.0,0.0,353522.0,1753602.0,1507.79,141.12,23.86,0.0,42.35,42.35,24768924.0,1615425949.2,292476.0,2052.68,42.35,14.17,0.0884,15.44,0.6318,83.1
2006-11-15,27592044.0,1811459837.92,11.6,25.13,5.63,2301.7,2.0,839134913.27,19400894.0,12781651.0,1273698327.71,0.0,94953.0,1141344.0,149.91,7.93,253000.0,0.0,19.96,1802528.0,247908.0,0.0,94953.0,149.91,1141344.0,21.08,290913.0,2159144.0,1615.0,178.86,6.06,0.0,45.21,45.2,23514286.0,1543748796.08,73000.0,1964.74,45.11,13.96,0.0788,14.97,0.6429,83.65
2006-11-16,28728872.0,1888349077.9,12.08,26.35,5.86,2412.09,2.0,884104013.19,19896832.0,13450538.0,1307818989.91,0.0,205500.0,310025.0,66.08,17.21,0.0,0.0,12.16,765038.0,164187.0,0.0,205500.0,66.08,310025.0,0.0,144600.0,96151.0,1667.06,7.0,0.0,0.0,46.21,46.21,23158856.0,1522231863.92,0.0,1941.46,46.2,13.39,0.0774,14.65,0.6672,83.75
2006-11-17,28760708.0,1893827524.19,12.09,26.57,5.87,2412.13,2.0,885532938.42,19937448.0,13448191.0,1312835823.95,0.0,0.0,162766.0,0.65,0.0,0.0,0.0,11.76,9653.0,139150.0,0.0,0.0,0.65,162766.0,0.0,17000.0,12000.0,1668.39,1.07,0.0,0.0,46.3,46.3,23122992.0,1522596686.12,0.0,1942.09,46.21,13.36,0.0779,14.87,0.6679,83.9
2006-11-20,28634506.0,1888888416.62,12.04,25.91,5.84,2410.23,2.0,882782992.73,19840954.0,13382503.0,1308817696.57,0.0,0.0,300.0,8.63,0.0,0.0,0.0,7.45,95696.0,100498.0,0.0,0.0,8.63,300.0,0.0,3704.0,161384.0,1666.58,12.67,0.0,0.0,46.19,46.19,23111842.0,1524583334.54,0.0,1943.75,46.16,13.42,0.078,14.96,0.6666,84.05
2006-11-21,29643522.0,1962428213.76,12.46,26.82,6.05,2496.06,2.0,920517733.82,20431420.0,13904910.0,1352578652.94,0.0,73000.0,423381.0,54.21,6.14,0.0,0.0,5.29,635910.0,65138.0,0.0,73000.0,54.21,423381.0,0.0,159224.0,113503.0,1716.06,9.13,0.0,0.0,47.37,47.36,22702144.0,1502902654.36,0.0,1915.29,47.26,14.4,0.0792,14.74,0.6872,84.35
2006-11-22,29501548.0,1941452467.58,12.41,26.96,6.02,2479.64,2.0,853270903.26,21471064.0,12965969.0,1412978403.18,0.0,0.0,468045.0,37.76,0.0,0.0,0.0,4.25,456799.0,50310.0,0.0,0.0,37.76,468045.0,0.0,621908.0,1395740.0,1797.94,117.04,0.0,0.0,49.95,49.95,21515072.0,1415874503.42,0.0,1808.77,49.85,14.48,0.0796,14.81,0.6863,83.85
2006-11-23,30019388.0,1957860517.24,12.62,27.35,6.13,2521.2,2.0,877820745.41,21569860.0,13459407.0,1406783417.98,0.0,0.0,323407.0,43.14,0.0,0.0,0.0,17.29,493438.0,203460.0,0.0,0.0,43.14,323407.0,0.0,184350.0,0.0,1802.42,0.0,17.18,0.0,50.62,50.62,21044076.0,1372491855.01,205500.0,1757.27,50.63,14.29,0.0792,14.55,0.7045,83.1
2006-11-24,32986670.0,2120319307.49,13.87,30.06,6.73,2730.27,2.0,898083799.24,24128436.0,13971855.0,1550929169.58,0.0,1816078.0,331987.0,39.25,148.78,0.0,0.0,2.23,516438.0,24686.0,0.0,1816078.0,39.25,331987.0,0.0,716881.0,3990.0,1983.96,0.28,23.63,0.0,52.77,52.77,21591396.0,1387853148.39,281685.0,1775.89,52.77,13.37,0.0769,13.76,0.7215,81.9
2006-11-27,34934168.0,2181069370.83,14.69,31.11,7.13,2724.62,2.0,917567550.81,25890330.0,14696671.0,1616429100.69,0.0,0.0,1749047.0,26.32,0.0,0.0,0.0,12.92,1011791.0,156158.0,0.0,0.0,26.32,1749047.0,0.0,169005.0,286976.0,1982.61,23.83,0.0,0.0,53.07,53.06,22896518.0,1429514339.9,0.0,1727.56,53.44,13.68,0.0775,13.93,0.716,79.55
2006-11-28,33084370.0,2064281346.95,13.91,26.66,6.75,2657.31,2.0,946523247.27,23765210.0,15169989.0,1482817406.21,0.0,0.0,625321.0,83.5,0.0,0.0,0.0,121.35,1103410.0,2956441.0,0.0,0.0,83.5,625321.0,0.0,206000.0,630091.0,1893.11,1.2,0.0,0.0,55.94,55.93,18720534.0,1168057579.49,0.0,1488.55,55.98,12.44,0.078,15.06,0.7786,79.5
2006-11-29,35770564.0,2252940485.24,15.04,29.5,7.3,2890.87,2.0,1089955295.03,24410848.0,17305524.0,1537470522.92,0.0,0.0,951823.0,202.75,0.0,0.0,0.0,102.29,2416809.0,1276175.0,0.0,0.0,202.75,951823.0,0.0,969990.0,281274.0,1951.09,22.36,0.0,0.0,58.04,58.04,17644800.0,1111323944.29,0.0,1405.46,58.13,11.88,0.0781,15.4,0.8506,80.25
2006-11-30,40411212.0,2483376278.6,16.99,33.19,8.25,3175.39,2.0,1043108677.22,27870896.0,16974184.0,1712740562.94,0.0,0.0,2058919.0,95.36,0.0,2294.0,0.0,20.32,1182141.0,248150.0,0.0,0.0,95.36,2058919.0,0.19,1649278.0,73000.0,2114.16,5.81,0.0,116.37,62.61,62.61,16644068.0,1022822172.49,0.0,1228.35,63.25,12.04,0.078,14.27,0.9078,78.3
2006-12-01,44157268.0,2649220735.89,18.57,35.09,9.01,3276.01,2.0,1386462820.22,27919374.0,23109592.0,1675026284.1,342.51,0.0,118907.0,8.22,0.0,0.0,6030539.0,15.94,105000.0,118124.0,342.51,0.0,8.22,118907.0,0.0,47694.0,132.0,2066.07,1.45,0.0,25.63,62.58,62.57,16697250.0,1001753571.63,0.0,1204.26,63.18,11.44,0.0789,13.52,0.9897,76.15
2006-12-04,41365124.0,2499630047.91,17.39,31.04,8.44,3019.42,2.0,1364781466.65,26939326.0,22585084.0,1627901532.22,24.17,0.0,195862.0,3.9,0.0,0.0,299054.0,110.31,63057.0,1403415.0,24.17,0.0,3.9,195862.0,0.0,288377.0,587565.0,1958.72,54.47,4.64,0.0,60.43,60.42,17642130.0,1066086451.4,60870.0,1259.18,60.87,11.66,0.0797,14.59,0.9278,76.7
2006-12-05,40117864.0,2451126052.89,16.87,29.59,8.19,2929.86,2.0,1328856485.02,26563432.0,21749548.0,1622975745.4,0.0,0.0,61514.0,1.06,0.0,0.0,0.0,35.78,37400.0,492086.0,0.0,0.0,1.06,61514.0,0.0,54678.0,872935.0,1939.84,69.41,0.0,0.0,60.18,60.17,17577956.0,1073980058.07,0.0,1267.06,60.49,11.88,0.0835,15.23,0.9088,77.55
2006-12-06,41048912.0,2496692134.86,17.26,29.7,8.38,2989.51,2.0,1301736187.56,27842816.0,21402260.0,1693466070.9,0.0,0.0,331883.0,7.66,0.0,0.0,0.0,83.38,62740.0,1239229.0,0.0,0.0,7.66,331883.0,0.0,2186729.0,410029.0,2028.53,34.75,0.0,0.0,63.86,63.84,15758416.0,958464216.67,0.0,1163.49,63.55,12.07,0.0844,15.38,0.9411,77.2
