DATE,ATE FP Equity_DX_SI_QTY,ATE FP Equity_DX_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ATE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ATE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ATE FP Equity_DX_SI_MV,ATE FP Equity_DX_DSS,ATE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY,ATE FP Equity_DX_BROKER_SI_QTY,ATE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ATE FP Equity_DX_BROKER_SI_MV_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_x,ATE FP Equity_DX_BROKER_SI_MV_INC_x,ATE FP Equity_DX_SUPPLY_SI_MV_NEW,ATE FP Equity_DX_BROKER_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_NEW,ATE FP Equity_DX_SUPPLY_SI_MV_DEC,ATE FP Equity_DX_BROKER_SI_QTY_INC,ATE FP Equity_DX_SUPPLY_SI_QTY_DEC,ATE FP Equity_DX_BROKER_SI_MV_NEW_y,ATE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ATE FP Equity_DX_BROKER_SI_MV_INC_y,ATE FP Equity_DX_SUPPLY_SI_QTY_INC_y,ATE FP Equity_DX_BROKER_SI_MV_ADD,ATE FP Equity_DX_SUPPLY_SI_QTY_ADD,ATE FP Equity_DX_BROKER_SI_QTY_DEC,ATE FP Equity_DX_SUPPLY_SI_MV,ATE FP Equity_DX_BROKER_SI_MV_DEC,ATE FP Equity_DX_SUPPLY_SI_MV_RMV,ATE FP Equity_DX_BROKER_SI_MV_RMV,ATE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ATE FP Equity_DX_UTILIZATION_QUANTITY,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ATE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ATE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ATE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ATE FP Equity_DX_ACTIVE_UTILIZATION_MV,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ATE FP Equity_DX_BROKER_SI_CON_RATIO,ATE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ATE FP Equity_DX_DEMAND_SUPPLY_RATIO,ATE FP Equity_PX_LAST
2006-09-20,341230.0,6652475.0,1.97,3.19,1.11,8.55,1.0,5940204.18,156696.0,304695.0,3054878.6,0.0,0.0,255.0,0.01,0.0,0.0,0.0,0.01,452.0,193.0,0.0,0.0,0.01,255.0,0.0,50000.0,0.0,3.94,0.0,0.0,0.0,6.6,6.6,2217660.0,43234556.5,0.0,55.69,6.61,16.21,0.5702,73.43,0.1437,25.1
2006-09-21,347316.0,6757636.77,2.01,3.32,1.13,8.67,1.0,6047173.95,156733.0,310801.0,3049513.08,0.0,0.0,92.0,0.15,0.0,0.0,0.0,0.0,6106.0,54.0,0.0,0.0,0.15,92.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,6.6,6.6,2218640.0,43167499.49,0.0,55.54,6.6,17.25,0.5521,71.93,0.1462,25.05
2006-09-22,348467.0,6604102.52,2.02,3.37,1.13,8.56,1.0,5835243.96,161388.0,307898.0,3058604.97,0.0,0.0,4655.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,4655.0,0.0,0.0,3153.0,4.0,0.08,0.0,0.0,6.78,6.78,2218238.0,42039766.08,0.0,54.58,6.82,16.48,0.5433,71.46,0.1464,24.4
2006-09-25,348959.0,6477905.8,2.02,3.35,1.13,8.43,1.0,5718825.09,162414.0,308068.0,3014974.8,0.0,0.0,1116.0,0.02,0.0,0.0,0.0,0.01,1000.0,90.0,0.0,0.0,0.02,1116.0,0.0,0.0,830.0,3.98,0.03,0.0,0.0,6.81,6.81,2221442.0,41237772.97,0.0,53.76,6.89,17.08,0.5399,71.1,0.1464,23.9
2006-09-26,378729.0,7159974.22,2.19,3.39,1.23,9.29,1.0,6398224.16,161338.0,338436.0,3050138.55,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,31000.0,1076.0,0.0,0.0,0.77,0.0,0.0,0.0,631.0,3.99,0.01,0.0,0.0,6.78,6.78,2217905.0,41930094.15,0.0,54.02,6.88,24.21,0.485,64.99,0.1592,24.34
2006-09-27,382169.0,7222039.99,2.21,3.4,1.24,9.36,1.0,6470146.12,159730.0,342381.0,3018498.22,0.0,0.0,180.0,0.08,0.0,0.0,0.0,0.05,3944.0,1788.0,0.0,0.0,0.08,180.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,6.8,6.8,2188261.0,41352669.74,0.0,53.27,6.81,23.97,0.4869,65.22,0.1628,24.33
2006-09-28,396792.0,7553853.23,2.29,3.68,1.29,9.77,1.0,6801841.32,159017.0,357290.0,3027256.29,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.01,0.0,713.0,0.0,0.0,0.0,0.0,0.37,0.0,90.0,3.88,0.0,0.0,0.0,6.9,6.9,2144038.0,40816721.04,0.0,52.42,6.89,22.85,0.4515,62.76,0.1723,24.51
2006-09-29,408945.0,7940854.44,2.36,3.79,1.33,10.19,1.0,7179148.35,158304.0,369718.0,3073931.75,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,12500.0,713.0,0.0,0.0,0.31,0.0,0.0,0.0,72.0,3.9,0.0,0.0,0.0,6.88,6.88,2141959.0,41592352.58,0.0,53.11,6.84,25.1,0.4411,61.09,0.1778,25.0
2006-10-02,470786.0,9141676.99,2.72,4.33,1.53,11.7,1.0,8376029.06,202631.0,431356.0,3934669.15,0.0,0.0,327.0,1.35,0.0,7000.0,0.0,0.0,54638.0,0.0,0.0,0.0,1.35,327.0,0.18,44000.0,0.0,5.01,0.0,0.0,0.0,8.64,8.64,2143441.0,41621129.91,0.0,53.34,8.59,23.8,0.4522,62.57,0.2007,25.0
2006-10-03,467904.0,8794971.73,2.71,4.28,1.52,11.4,1.0,8040027.88,204166.0,427740.0,3837612.41,0.0,0.0,1535.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,1535.0,0.0,0.0,4000.0,4.95,0.11,0.0,0.0,8.68,8.68,2147226.0,40360398.62,0.0,52.49,8.62,23.91,0.4521,62.5,0.199,24.2
2006-10-04,493713.0,9586871.26,2.86,4.27,1.6,12.25,1.0,8826136.06,203645.0,454536.0,3954358.9,0.0,0.0,466.0,0.62,0.0,2000.0,0.0,0.01,25758.0,987.0,0.0,0.0,0.62,466.0,0.05,0.0,962.0,5.03,0.02,0.0,0.0,8.68,8.68,2142014.0,41593420.57,0.0,53.09,8.66,24.44,0.4202,59.61,0.2105,25.0
2006-10-05,478334.0,9622620.08,2.77,3.93,1.55,12.18,1.0,8844858.65,202080.0,439672.0,4065232.8,0.0,0.0,79.0,0.02,0.0,0.0,0.0,0.0,137.0,1644.0,0.0,0.0,0.02,79.0,0.0,0.0,15000.0,5.11,0.38,0.0,0.0,8.64,8.64,2137276.0,42995469.61,0.0,54.53,8.57,21.3,0.4396,62.35,0.2045,25.9
2006-10-06,474949.0,9462299.08,2.75,3.78,1.54,12.09,1.0,8682183.22,202706.0,435792.0,4038464.75,0.0,0.0,625.0,0.31,0.0,0.0,0.0,0.0,11119.0,0.0,0.0,0.0,0.31,625.0,0.0,0.0,15000.0,5.12,0.38,0.0,0.0,8.66,8.66,2137859.0,42592070.4,0.0,54.87,8.54,21.55,0.4434,62.43,0.2029,25.65
2006-10-09,533302.0,10591714.46,3.08,3.92,1.73,13.53,1.0,9687916.7,209150.0,487795.0,4153851.06,0.0,0.0,6572.0,1.33,0.0,0.0,0.0,0.0,52114.0,127.0,0.0,0.0,1.33,6572.0,0.0,0.0,111.0,5.26,0.0,0.0,0.0,8.93,8.93,2132974.0,42362210.45,0.0,54.37,8.82,26.4,0.3833,55.03,0.2277,25.57
2006-10-10,548152.0,11022887.56,3.17,4.0,1.78,14.01,1.0,10113268.88,208508.0,502918.0,4192925.03,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,16122.0,642.0,0.0,0.0,0.41,0.0,0.0,0.0,998.0,5.28,0.02,0.0,0.0,8.94,8.94,2123527.0,42702387.92,0.0,54.54,8.83,27.01,0.3739,53.68,0.2351,25.89
2006-10-11,610703.0,11906006.04,3.53,4.54,1.98,15.42,1.0,10986165.83,211034.0,563521.0,4114229.14,0.0,0.0,2526.0,1.58,0.0,0.0,0.0,0.0,60603.0,0.0,0.0,0.0,1.58,2526.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,9.04,9.04,2123079.0,41390645.54,0.0,53.8,9.05,35.25,0.3577,47.22,0.2616,25.1
2006-10-12,504583.0,9895923.3,2.92,3.79,1.64,12.7,1.0,8976469.66,210782.0,457701.0,4133873.92,0.0,0.0,92.0,0.33,0.0,0.0,0.0,0.01,12168.0,344.0,0.0,0.0,0.33,92.0,0.0,0.0,117988.0,5.35,3.04,0.0,0.0,9.03,9.03,2123322.0,41642765.73,0.0,53.55,9.09,17.76,0.3926,58.17,0.2162,25.25
2006-10-13,518767.0,10254688.02,3.0,3.88,1.68,13.16,1.0,9456617.75,204053.0,478394.0,4033602.47,0.0,0.0,47.0,0.53,0.0,0.0,0.0,0.15,20718.0,6776.0,0.0,0.0,0.53,47.0,0.0,0.0,24.0,5.21,0.0,0.0,0.0,8.75,8.75,2128676.0,42078444.21,0.0,54.07,8.8,19.93,0.3854,56.64,0.2224,25.45
2006-10-16,522342.0,10467355.57,3.02,3.86,1.69,13.36,1.0,9586729.58,207389.0,478397.0,4155925.44,0.0,0.0,3756.0,0.0,0.0,0.0,0.0,0.0,3.0,420.0,0.0,0.0,0.0,3756.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,8.9,8.9,2123842.0,42560256.3,0.0,54.46,8.94,19.63,0.3812,56.39,0.2241,25.8
2006-10-17,521338.0,10568715.63,3.01,3.85,1.69,13.46,1.0,9679552.68,207096.0,477477.0,4198310.37,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,41.0,0.0,0.0,920.0,5.39,0.02,0.0,0.0,8.89,8.89,2122506.0,43028059.22,0.0,55.08,8.91,19.48,0.3831,56.61,0.2238,26.1
2006-10-18,521066.0,10765561.75,3.01,3.83,1.69,13.62,1.0,9864633.49,208344.0,477460.0,4304522.26,0.0,0.0,1507.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,1507.0,0.0,0.0,17.0,5.49,0.0,0.0,0.0,8.69,8.69,2189441.0,45235272.08,0.0,57.83,8.66,19.23,0.3866,57.05,0.2173,26.6
2006-10-19,513022.0,10758756.47,2.97,3.76,1.66,13.58,1.0,9850634.73,207513.0,469719.0,4351824.74,0.0,0.0,2.0,0.01,0.0,0.0,0.0,0.0,125.0,834.0,0.0,0.0,0.01,2.0,0.0,0.0,7867.0,5.52,0.15,0.0,0.0,8.68,8.68,2182941.0,45779188.06,0.0,58.34,8.64,19.3,0.3935,57.89,0.2146,27.0
2006-10-20,513585.0,10690781.39,2.97,3.96,1.67,13.61,1.0,9782995.96,207952.0,469975.0,4328727.22,0.0,0.0,439.0,0.01,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.01,439.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,8.7,8.7,2183450.0,45450678.3,0.0,58.5,8.62,19.27,0.3906,57.58,0.2148,26.8
2006-10-23,512459.0,11017613.53,2.96,4.27,1.66,13.84,1.0,10094317.4,212532.0,469514.0,4569332.26,0.0,6000.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,1420.0,0.0,6000.0,0.0,0.0,0.0,0.0,461.0,5.75,0.0,0.0,0.0,8.83,8.83,2193403.0,47157073.18,0.0,59.79,8.78,18.92,0.3976,58.38,0.213,27.68
2006-10-24,513073.0,10879379.63,2.97,4.29,1.66,13.76,1.0,9958580.72,213247.0,469648.0,4521764.09,0.0,0.0,715.0,0.02,0.0,0.0,0.0,0.0,681.0,0.0,0.0,0.0,0.02,715.0,0.0,0.0,547.0,5.73,0.0,0.0,0.0,8.91,8.91,2180584.0,46237867.05,0.0,59.38,8.8,19.05,0.393,57.91,0.2143,27.3
2006-10-25,619353.0,12983848.93,3.58,5.16,2.01,16.5,1.0,12053087.46,215013.0,574954.0,4507439.72,0.0,0.0,1896.0,2.84,0.0,0.0,0.0,0.0,106296.0,130.0,0.0,0.0,2.84,1896.0,0.0,0.0,991.0,5.8,0.03,0.0,0.0,8.68,8.68,2262216.0,47424119.68,0.0,61.18,8.65,32.32,0.3463,47.28,0.25,26.99
2006-10-26,648286.0,13595423.2,3.73,5.39,2.1,17.25,1.0,12666497.89,215166.0,603991.0,4512318.37,0.0,0.0,289.0,0.77,0.0,0.0,0.0,0.0,29199.0,137.0,0.0,0.0,0.77,289.0,0.0,0.0,162.0,5.78,0.01,0.0,0.0,8.75,8.75,2244783.0,47076097.39,0.0,60.44,8.73,34.63,0.342,45.06,0.2635,27.0
2006-10-27,688820.0,14381273.2,3.97,5.66,2.23,18.31,1.0,13454743.56,219840.0,644442.0,4589848.0,0.0,0.0,4675.0,1.1,0.0,0.0,0.0,0.0,40451.0,0.0,0.0,0.0,1.1,4675.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,8.99,8.99,2224419.0,46441708.06,0.0,59.76,8.98,38.78,0.3445,42.1,0.2818,26.88
2006-10-30,689118.0,14194805.22,3.97,5.68,2.23,18.23,1.0,13274978.67,221369.0,644463.0,4559871.95,0.0,0.0,1529.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1529.0,0.0,0.0,0.0,5.89,0.0,0.0,0.0,8.78,8.78,2300865.0,47394394.73,0.0,61.34,8.76,38.98,0.3442,41.86,0.2732,26.52
2006-10-31,686818.0,14547525.6,3.96,5.86,2.22,18.34,1.0,13612636.47,220462.0,642680.0,4669616.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.0,5.94,0.04,0.0,0.0,8.75,8.75,2297829.0,48670428.28,0.0,62.12,8.73,38.66,0.3476,42.62,0.2727,27.27
2006-11-01,686998.0,14663394.7,3.96,5.84,2.22,18.51,1.0,13736417.87,213936.0,643568.0,4566284.05,0.0,0.0,446.0,0.03,0.0,0.0,0.0,0.02,887.0,972.0,0.0,0.0,0.03,446.0,0.0,0.0,0.0,5.85,0.0,0.16,0.0,8.61,8.61,2270641.0,48464923.05,6000.0,62.2,8.6,38.28,0.3454,42.66,0.2765,27.48
2006-11-02,648825.0,13304355.04,3.74,5.31,2.1,17.25,1.0,12414445.27,220422.0,605426.0,4519820.52,0.0,6000.0,1020.0,0.0,0.16,0.0,0.0,0.0,374.0,0.0,0.0,6000.0,0.0,1020.0,0.0,0.0,38516.0,5.89,0.95,0.01,0.0,9.02,9.02,2224437.0,45612760.94,534.0,59.53,9.01,36.55,0.3474,44.1,0.2654,26.4
2006-11-03,638266.0,13053136.91,3.68,5.06,2.07,16.87,1.0,12165750.36,232674.0,594875.0,4758401.01,0.0,0.0,35548.0,0.92,0.0,0.0,0.0,0.62,35000.0,23296.0,0.0,0.0,0.92,35548.0,0.0,0.0,45551.0,6.14,1.28,0.0,0.0,9.39,9.39,2246451.0,45942024.91,0.0,59.5,9.36,37.41,0.3601,45.4,0.2575,26.33
2006-11-06,649640.0,13179782.82,3.74,5.16,2.1,17.07,1.0,12298053.65,226861.0,606179.0,4602516.33,0.0,0.0,247.0,1.93,0.0,0.0,0.0,0.16,75057.0,6060.0,0.0,0.0,1.93,247.0,0.0,0.0,63753.0,5.95,1.71,0.0,0.0,9.15,9.15,2251698.0,45682055.64,0.0,59.18,9.13,35.78,0.3654,47.31,0.2621,26.12
2006-11-07,642714.0,12979364.59,3.7,5.46,2.08,16.83,1.0,12239999.18,220157.0,606102.0,4445986.81,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.18,0.0,6933.0,0.0,0.0,0.0,229.0,0.0,0.0,77.0,5.75,0.0,0.0,0.0,8.88,8.88,2259316.0,45626026.63,0.0,59.04,8.88,36.3,0.3736,47.78,0.2592,26.0
2006-11-08,820512.0,16569927.52,4.73,6.83,2.66,21.47,1.0,13126825.7,351997.0,650016.0,7108445.43,0.0,0.0,133885.0,1.57,0.0,0.0,0.0,0.05,60000.0,2045.0,0.0,0.0,1.57,133885.0,0.0,0.0,16086.0,9.19,0.43,0.0,0.0,14.31,14.31,2107220.0,42554505.8,0.0,54.83,14.35,33.88,0.4113,53.8,0.3336,26.0
2006-11-09,819791.0,16555367.2,4.72,6.97,2.65,21.42,1.0,13127269.98,351085.0,650038.0,7090027.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,22.0,913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0,0.0,14.28,14.28,2107114.0,42552365.17,0.0,54.69,14.33,33.93,0.4112,53.76,0.3335,26.0
2006-11-10,786810.0,15687656.21,4.53,6.72,2.55,20.4,1.0,12271327.68,353040.0,615465.0,7039018.5,0.0,0.0,1956.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1956.0,0.0,0.0,34693.0,9.14,0.93,0.0,0.0,14.98,14.98,2003502.0,39946430.01,0.0,51.63,15.04,30.31,0.42,56.58,0.3339,25.67
2006-11-13,770412.0,15474402.29,4.44,6.65,2.49,20.0,1.0,12044055.51,352366.0,599628.0,7077580.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,15837.0,9.12,0.45,0.0,0.0,14.97,14.97,2000949.0,40190819.7,0.0,51.58,15.02,29.93,0.4365,58.41,0.3274,25.86
2006-11-14,728490.0,14654995.26,4.2,6.3,2.36,18.85,1.0,11090070.95,358757.0,551280.0,7217095.82,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.02,157.0,179.0,0.0,0.0,0.0,70.0,0.0,6500.0,48505.0,9.28,1.28,0.0,0.0,15.2,15.2,2000943.0,40252865.77,0.0,51.77,15.2,23.45,0.456,62.78,0.3087,25.9
2006-11-15,674085.0,13717604.53,3.88,6.12,2.18,17.62,1.0,10177972.74,347558.0,500147.0,7072792.3,0.0,0.0,1722.0,0.0,0.0,0.0,0.0,0.32,0.0,13981.0,0.0,0.0,0.0,1722.0,0.0,1060.0,51133.0,9.07,1.32,0.0,0.0,15.16,15.16,1945066.0,39582020.32,0.0,50.74,15.17,21.41,0.5337,69.7,0.294,26.2
2006-11-16,668112.0,13492267.53,3.85,6.08,2.16,17.4,1.0,9959501.6,348761.0,493176.0,7043095.64,0.0,0.0,1203.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,1203.0,0.0,0.0,7055.0,9.1,0.19,0.0,0.0,15.25,15.25,1938745.0,39152217.31,0.0,50.58,15.24,20.36,0.5412,70.55,0.2921,26.0
2006-11-17,666391.0,13317761.5,3.84,6.16,2.16,17.2,1.0,9770820.39,348321.0,488910.0,6961162.44,0.0,0.0,1903.0,0.0,0.0,0.0,0.0,0.07,156.0,2344.0,0.0,0.0,0.0,1903.0,0.0,0.0,4422.0,9.0,0.12,0.0,0.0,15.22,15.22,1940845.0,38787604.89,0.0,50.16,15.21,19.95,0.5438,70.84,0.2911,25.73
2006-11-20,597029.0,11644060.77,3.44,6.02,1.93,15.1,1.0,8108885.0,353012.0,415769.0,6884913.77,0.0,0.0,4691.0,0.0,0.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,0.0,4691.0,0.0,0.0,73515.0,8.94,1.94,0.0,0.0,15.38,15.38,1941754.0,37870692.35,0.0,49.3,15.35,20.67,0.5527,71.26,0.2602,25.11
2006-11-21,586851.0,11618766.08,3.38,5.77,1.9,14.97,1.0,8065352.15,348717.0,407372.0,6904071.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,4295.0,0.0,0.0,0.0,0.0,0.0,0.0,8398.0,8.89,0.21,0.0,0.0,15.25,15.25,1938039.0,38370253.77,0.0,49.34,15.26,19.98,0.5608,72.02,0.2566,25.49
2006-11-22,582035.0,11668080.84,3.35,5.8,1.88,14.99,1.0,8163677.25,332890.0,407226.0,6673460.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,15827.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,8.56,0.0,0.0,0.0,14.89,14.89,1902121.0,38131902.04,0.0,48.8,14.92,19.79,0.5631,72.24,0.2604,25.81
2006-11-23,582905.0,11590443.91,3.36,5.78,1.89,14.95,1.0,8098467.38,333807.0,407287.0,6637395.99,0.0,0.0,917.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,917.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,14.99,14.99,1892661.0,37633544.34,0.0,48.56,14.99,19.88,0.5615,72.1,0.2618,25.6
2006-11-24,586372.0,11340570.29,3.38,5.94,1.9,14.7,1.0,7883310.49,313254.0,407612.0,6058404.91,0.0,5495.0,3141.0,0.0,0.14,0.0,0.0,0.0,325.0,0.0,0.0,5495.0,0.0,3141.0,0.0,0.0,0.0,7.86,0.0,0.75,0.0,14.51,14.51,1845419.0,35690830.89,29188.0,46.19,14.55,20.31,0.5558,71.58,0.2716,24.9
2006-11-27,591000.0,11081207.07,3.4,6.09,1.91,14.46,1.0,7650814.11,317449.0,408045.0,5952145.69,0.0,0.0,4195.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,4195.0,0.0,0.0,0.0,7.76,0.0,0.0,0.0,14.73,14.73,1837399.0,34451097.78,0.0,44.74,14.78,20.78,0.5501,71.04,0.2743,24.14
2006-11-28,592684.0,11075954.17,3.41,5.87,1.92,14.39,1.0,7628879.16,318951.0,408228.0,5960489.33,0.0,0.0,1744.0,0.0,0.0,0.0,0.0,0.01,183.0,242.0,0.0,0.0,0.0,1744.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,14.82,14.82,1833922.0,34271949.34,0.0,44.15,14.87,20.56,0.5525,71.27,0.2753,24.06
2006-11-29,530152.0,10039138.11,3.05,5.1,1.72,13.01,1.0,7216051.85,283578.0,381069.0,5369929.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,35373.0,0.0,0.0,0.0,0.0,0.0,0.0,27159.0,6.92,0.58,0.0,0.0,13.64,13.64,1796032.0,34010271.22,0.0,43.63,13.69,21.51,0.5397,70.06,0.2549,24.38
2006-11-30,513340.0,9700844.41,2.96,4.96,1.66,12.59,1.0,6875837.72,283986.0,363849.0,5366626.41,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,6.94,0.0,0.0,0.42,13.67,13.67,1793953.0,33901232.96,0.0,43.61,13.72,22.55,0.5876,73.22,0.247,24.33
2006-12-01,494511.0,9348864.26,2.85,4.8,1.6,12.13,1.0,6521259.66,284062.0,344944.0,5370268.97,0.39,0.0,97.0,0.0,0.0,0.0,16095.0,0.0,0.0,21.0,0.39,0.0,0.0,97.0,0.0,0.0,35000.0,6.94,0.85,0.0,0.0,13.84,13.84,1768760.0,33438886.4,0.0,42.99,13.89,23.75,0.5116,67.26,0.2409,24.34
2006-12-04,494173.0,9365504.21,2.85,4.61,1.6,12.15,1.0,6536880.23,283749.0,344920.0,5377575.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.94,0.0,0.0,0.0,13.55,13.55,1809695.0,34297110.81,0.0,44.09,13.6,23.69,0.5123,67.33,0.2361,24.4
2006-12-05,418087.0,7972242.19,2.41,3.93,1.35,10.35,1.0,5145812.36,282721.0,269861.0,5391031.74,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.01,0.0,1087.0,0.0,0.0,0.0,59.0,0.0,0.0,75058.0,6.95,1.81,0.0,0.0,13.52,13.52,1807974.0,34475137.02,0.0,44.3,13.57,29.87,0.4391,58.77,0.2,24.55
2006-12-06,295567.0,5624505.58,1.7,2.78,0.96,7.32,0.0,5270537.01,153096.0,276966.0,2913347.25,0.0,0.0,63.0,0.18,0.0,0.0,0.0,3.2,7104.0,129688.0,0.0,0.0,0.18,63.0,0.0,0.0,0.0,3.76,0.0,0.0,0.0,8.18,8.18,1718630.0,32704747.2,0.0,42.14,8.19,31.64,0.432,57.23,0.1579,24.5
2006-12-07,295515.0,5623516.04,1.7,2.72,0.96,7.31,0.0,5270175.44,153063.0,276947.0,2912719.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.75,0.0,0.0,0.0,8.25,8.25,1702375.0,32395421.95,0.0,41.72,8.25,31.6,0.4323,57.28,0.1593,24.5
2006-12-08,295633.0,5602799.23,1.7,2.76,0.96,7.31,0.0,5249536.31,153135.0,276993.0,2902195.16,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,8.25,8.25,1702522.0,32265981.66,0.0,41.68,8.26,31.68,0.4317,57.18,0.1593,24.4
2006-12-11,268061.0,5194772.19,1.54,2.53,0.87,6.72,0.0,4838546.17,152878.0,249679.0,2962633.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,27314.0,3.79,0.67,0.0,0.0,8.36,8.36,1676133.0,32481894.41,0.0,41.56,8.36,24.25,0.4683,63.59,0.1466,24.95
2006-12-12,268144.0,5227621.42,1.54,2.46,0.87,6.76,0.0,4866387.91,153024.0,249615.0,2983290.84,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,63.0,3.84,0.0,0.0,0.0,8.46,8.46,1655883.0,32282390.95,0.0,41.44,8.48,24.13,0.4688,63.68,0.1482,25.1
2006-12-13,267438.0,5492206.91,1.54,2.47,0.87,7.01,0.0,5115898.39,152818.0,249114.0,3138327.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,3.97,0.0,0.0,0.0,8.68,8.68,1608358.0,33029842.14,0.0,41.84,8.66,23.39,0.4777,64.66,0.1519,26.44
2006-12-14,248075.0,5348903.78,1.43,2.2,0.8,6.78,0.0,4953204.57,152847.0,229723.0,3295631.95,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,19391.0,4.18,0.48,0.0,0.0,8.8,8.8,1584919.0,34173452.5,0.0,43.36,8.79,22.95,0.5503,70.43,0.1428,27.76
2006-12-15,265499.0,5644169.02,1.53,2.18,0.86,7.2,0.0,5243038.23,153364.0,246630.0,3260322.4,0.0,0.0,517.0,0.0,0.0,16907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.46,0.0,0.0,4.22,0.0,0.0,0.0,8.71,8.71,1608359.0,34191654.37,0.0,44.29,8.7,21.62,0.4804,65.4,0.1507,27.37
