DATE,ALINT FP Equity_DX_SI_QTY,ALINT FP Equity_DX_SHORT_INTEREST_VALUE,ALINT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALINT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALINT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALINT FP Equity_DX_SI_MV,ALINT FP Equity_DX_DSS,ALINT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALINT FP Equity_DX_SUPPLY_SI_QTY,ALINT FP Equity_DX_BROKER_SI_QTY,ALINT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALINT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALINT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALINT FP Equity_DX_BROKER_SI_MV_INC_x,ALINT FP Equity_DX_SUPPLY_SI_MV_NEW,ALINT FP Equity_DX_BROKER_SI_QTY_ADD,ALINT FP Equity_DX_SUPPLY_SI_MV_DEC,ALINT FP Equity_DX_BROKER_SI_QTY_INC,ALINT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALINT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALINT FP Equity_DX_BROKER_SI_MV_INC_y,ALINT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALINT FP Equity_DX_BROKER_SI_MV_ADD,ALINT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALINT FP Equity_DX_BROKER_SI_QTY_DEC,ALINT FP Equity_DX_SUPPLY_SI_MV,ALINT FP Equity_DX_BROKER_SI_MV_DEC,ALINT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALINT FP Equity_DX_UTILIZATION_QUANTITY,ALINT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALINT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALINT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALINT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALINT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALINT FP Equity_DX_BROKER_SI_CON_RATIO,ALINT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALINT FP Equity_DX_DEMAND_SUPPLY_RATIO,ALINT FP Equity_PX_LAST
2018-05-09,100000.0,209000.0,1.53,6.18,1.53,0.21,1.0,209000.0,55000.0,100000.0,114950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.1388,2.09
2018-05-10,100000.0,210000.0,1.53,6.41,1.53,0.21,1.0,210000.0,55000.0,100000.0,115500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.64,0.5,50.36,0.1388,2.1
2018-05-11,100000.0,207000.0,1.53,6.41,1.53,0.21,1.0,207000.0,55000.0,100000.0,113850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1388,2.07
2018-05-14,100000.0,202000.0,1.53,6.52,1.53,0.21,1.0,202000.0,55000.0,100000.0,111100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.15,0.5001,50.85,0.1388,2.02
2018-05-15,100000.0,200000.0,1.53,6.36,1.53,0.21,1.0,200000.0,55000.0,100000.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.78,0.5003,51.22,0.1388,2.0
2018-05-16,100000.0,195000.0,1.53,6.59,1.53,0.2,1.0,195000.0,55000.0,100000.0,107250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.51,0.5004,51.49,0.1388,1.95
2018-05-17,100000.0,195500.0,1.53,6.35,1.53,0.2,1.0,195500.0,55000.0,100000.0,107525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.18,0.5001,50.82,0.1388,1.955
2018-05-18,100000.0,192000.0,1.53,6.43,1.53,0.2,1.0,192000.0,55000.0,100000.0,105600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.77,0.5003,51.23,0.1388,1.92
2018-05-21,100000.0,188500.0,1.53,6.52,1.53,0.19,1.0,188500.0,55000.0,100000.0,103675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.15,0.5001,50.85,0.1388,1.885
2018-05-22,100000.0,183500.0,1.53,6.11,1.53,0.19,1.0,183500.0,55000.0,100000.0,100925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.42,0.5005,51.58,0.1388,1.835
2018-05-23,100000.0,184000.0,1.53,6.01,1.53,0.19,1.0,184000.0,55000.0,100000.0,101200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.94,0.5002,51.06,0.1388,1.84
2018-05-24,100000.0,193500.0,1.53,5.94,1.53,0.19,1.0,193500.0,55000.0,100000.0,106425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.35,0.5001,50.65,0.1388,1.935
2018-05-25,100000.0,191500.0,1.53,6.1,1.53,0.19,1.0,191500.0,55000.0,100000.0,105325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.93,0.5002,51.07,0.1388,1.915
2018-05-28,100000.0,191500.0,1.53,7.7,1.53,0.19,1.0,191500.0,55000.0,100000.0,105325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.03,0.5002,50.97,0.1388,1.915
2018-05-29,100000.0,188000.0,1.53,8.31,1.53,0.19,1.0,188000.0,55000.0,100000.0,103400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.46,0.5001,50.54,0.1388,1.88
2018-05-30,100000.0,185500.0,1.53,8.41,1.53,0.19,1.0,185500.0,55000.0,100000.0,102025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.94,0.5002,51.06,0.1388,1.855
2018-05-31,100000.0,180000.0,1.53,8.35,1.53,0.19,1.0,180000.0,55000.0,100000.0,99000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.24,0.5006,51.76,0.1388,1.8
2018-06-01,100000.0,176000.0,1.53,8.91,1.53,0.19,1.0,176000.0,55000.0,100000.0,96800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,598852.32,0.61,13.92,47.53,0.5012,52.47,0.1388,1.76
2018-06-04,100000.0,178000.0,1.53,8.23,1.53,0.18,1.0,178000.0,55000.0,100000.0,97900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,605657.46,0.6,13.91,48.97,0.5002,51.03,0.1388,1.78
2018-06-05,100000.0,175000.0,1.53,8.14,1.53,0.18,1.0,175000.0,55000.0,100000.0,96250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,595449.75,0.61,13.92,49.3,0.5001,50.7,0.1388,1.75
2018-06-06,100000.0,179000.0,1.53,7.78,1.53,0.18,1.0,179000.0,55000.0,100000.0,98450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,609060.03,0.6,13.92,49.58,0.5,50.42,0.1388,1.79
2018-06-07,100000.0,180000.0,1.53,7.76,1.53,0.18,1.0,180000.0,55000.0,100000.0,99000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,612462.6,0.61,13.92,49.72,0.5,50.28,0.1388,1.8
2018-06-08,100000.0,180000.0,1.53,7.94,1.53,0.18,1.0,180000.0,55000.0,100000.0,99000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,612462.6,0.61,13.92,49.3,0.5001,50.7,0.1388,1.8
2018-06-11,100000.0,177000.0,1.53,8.72,1.53,0.18,1.0,177000.0,55000.0,100000.0,97350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,602254.89,0.61,13.92,49.72,0.5,50.28,0.1388,1.77
2018-06-12,100000.0,178000.0,1.53,9.04,1.53,0.18,1.0,178000.0,55000.0,100000.0,97900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,605657.46,0.6,13.92,49.72,0.5,50.28,0.1388,1.78
2018-06-13,100000.0,180000.0,1.53,9.04,1.53,0.18,1.0,180000.0,55000.0,100000.0,99000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,612462.6,0.61,13.92,50.0,0.5,50.0,0.1388,1.8
2018-06-14,100000.0,200000.0,1.53,8.88,1.53,0.19,1.0,200000.0,55000.0,100000.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,680514.0,0.61,13.92,47.09,0.5017,52.91,0.1388,2.0
2018-06-15,100000.0,195000.0,1.53,7.17,1.53,0.19,1.0,195000.0,55000.0,100000.0,107250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,13.92,7.63,340257.0,663501.15,0.68,13.92,48.0,0.5008,52.0,0.1388,1.95
2018-06-18,100000.0,193500.0,1.53,6.7,1.53,0.19,1.0,193500.0,55000.0,100000.0,106425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,13.92,7.63,340257.0,658397.3,0.66,13.92,48.19,0.5007,51.81,0.1388,1.935
2018-06-19,100000.0,186000.0,1.53,6.59,1.53,0.19,1.0,186000.0,55000.0,100000.0,102300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,13.92,7.63,340257.0,632878.02,0.66,13.92,48.19,0.5007,51.81,0.1388,1.86
2018-06-20,100000.0,188000.0,1.53,6.57,1.53,0.19,1.0,188000.0,55000.0,100000.0,103400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,639683.16,0.63,13.92,49.09,0.5002,50.91,0.1388,1.88
2018-06-21,100000.0,188000.0,1.53,6.52,1.53,0.19,1.0,188000.0,55000.0,100000.0,103400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,639683.16,0.64,13.92,49.28,0.5001,50.72,0.1388,1.88
2018-06-22,100000.0,187000.0,1.53,6.52,1.53,0.19,1.0,187000.0,55000.0,100000.0,102850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,636280.59,0.64,13.92,49.87,0.5,50.13,0.1388,1.87
2018-06-25,100000.0,184000.0,1.53,6.46,1.53,0.19,1.0,184000.0,55000.0,100000.0,101200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,626072.88,0.64,13.92,49.73,0.5,50.27,0.1388,1.84
2018-06-26,100000.0,183000.0,1.53,6.76,1.53,0.18,1.0,183000.0,55000.0,100000.0,100650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,622670.31,0.63,13.92,49.59,0.5,50.41,0.1388,1.83
2018-06-27,155000.0,272800.0,2.37,10.67,2.37,0.28,1.0,176000.0,55000.0,100000.0,96800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,598852.32,0.62,13.92,31.36,0.5695,68.64,0.2151,1.76
2018-06-28,155000.0,275900.0,2.37,10.76,2.37,0.28,1.0,178000.0,55000.0,100000.0,97900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,605657.46,0.6,13.92,32.1,0.5641,67.9,0.2151,1.78
2018-06-29,100000.0,177500.0,1.53,6.87,1.53,0.18,1.0,177500.0,55000.0,100000.0,97625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.92,7.63,340257.0,603956.18,0.61,13.92,49.79,0.5,50.21,0.1388,1.775
2018-07-02,100000.0,176000.0,1.53,6.93,1.53,0.18,1.0,176000.0,55000.0,100000.0,96800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.62,0.5004,51.38,0.1388,1.76
2018-07-03,100000.0,189000.0,1.53,7.49,1.53,0.18,1.0,189000.0,55000.0,100000.0,103950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.43,0.5005,51.57,0.1388,1.89
2018-07-04,100000.0,195000.0,1.53,7.44,1.53,0.19,1.0,195000.0,55000.0,100000.0,107250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,47.71,0.501,52.29,0.1388,1.95
2018-07-05,100000.0,203000.0,1.53,7.42,1.53,0.19,1.0,203000.0,55000.0,100000.0,111650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,46.64,0.5023,53.36,0.1388,2.03
2018-07-06,100000.0,199000.0,1.53,6.08,1.53,0.19,1.0,199000.0,55000.0,100000.0,109450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,47.12,0.5017,52.88,0.1388,1.99
2018-07-09,100000.0,198000.0,1.53,5.79,1.53,0.2,1.0,198000.0,55000.0,100000.0,108900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.38,0.5001,50.62,0.1388,1.98
2018-07-10,100000.0,192000.0,1.53,5.65,1.53,0.2,1.0,192000.0,55000.0,100000.0,105600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.56,0.5004,51.44,0.1388,1.92
2018-07-11,100000.0,191500.0,1.53,5.5,1.53,0.19,1.0,191500.0,55000.0,100000.0,105325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.17,0.5001,50.83,0.1388,1.915
2018-07-12,100000.0,189000.0,1.53,5.64,1.53,0.19,1.0,189000.0,55000.0,100000.0,103950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,48.82,0.5003,51.18,0.1388,1.89
2018-07-13,100000.0,187000.0,1.53,5.81,1.53,0.19,1.0,187000.0,55000.0,100000.0,102850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.41,0.5001,50.59,0.1388,1.87
2018-07-16,100000.0,186000.0,1.53,6.04,1.53,0.19,1.0,186000.0,55000.0,100000.0,102300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.87,0.5,50.13,0.1388,1.86
2018-07-17,100000.0,186000.0,1.53,6.15,1.53,0.19,1.0,186000.0,55000.0,100000.0,102300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1388,1.86
2018-07-18,100000.0,184000.0,1.53,6.37,1.53,0.19,1.0,184000.0,55000.0,100000.0,101200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.73,0.5,50.27,0.1388,1.84
2018-07-19,100000.0,184000.0,1.53,6.49,1.53,0.18,1.0,184000.0,55000.0,100000.0,101200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1388,1.84
2018-07-20,100000.0,189500.0,1.53,6.53,1.53,0.19,1.0,189500.0,55000.0,100000.0,104225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.26,0.5001,50.74,0.1388,1.895
2018-07-23,100000.0,186000.0,1.53,6.51,1.53,0.19,1.0,186000.0,55000.0,100000.0,102300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.53,0.5,50.47,0.1388,1.86
2018-07-24,100000.0,186000.0,1.53,6.44,1.53,0.19,1.0,186000.0,55000.0,100000.0,102300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.91,0.5,50.09,0.1388,1.86
2018-07-25,100000.0,185000.0,1.53,6.55,1.53,0.19,1.0,185000.0,55000.0,100000.0,101750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.87,0.5,50.13,0.1388,1.85
2018-07-26,100000.0,186000.0,1.53,6.51,1.53,0.19,1.0,186000.0,55000.0,100000.0,102300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.87,0.5,50.13,0.1388,1.86
2018-07-27,100000.0,185000.0,1.53,8.01,1.53,0.19,1.0,185000.0,55000.0,100000.0,101750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.87,0.5,50.13,0.1388,1.85
2018-07-30,100000.0,182000.0,1.53,8.58,1.53,0.18,1.0,182000.0,55000.0,100000.0,100100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.53,0.5,50.47,0.1388,1.82
2018-07-31,100000.0,208000.0,1.53,8.44,1.53,0.2,1.0,208000.0,55000.0,100000.0,114400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,47.16,0.5016,52.84,0.1388,2.08
2018-08-01,100000.0,206000.0,1.53,4.47,1.53,0.21,1.0,206000.0,55000.0,100000.0,113300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.76,0.5,50.24,0.1388,2.06
2018-08-02,100000.0,203000.0,1.53,4.15,1.53,0.2,1.0,203000.0,55000.0,100000.0,111650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.63,0.5,50.37,0.1388,2.03
2018-08-03,100000.0,197000.0,1.53,3.94,1.53,0.2,1.0,197000.0,55000.0,100000.0,108350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.25,0.5001,50.75,0.1388,1.97
2018-08-06,100000.0,198000.0,1.53,3.8,1.53,0.2,1.0,198000.0,55000.0,100000.0,108900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.87,0.5,50.13,0.1388,1.98
2018-08-07,100000.0,198500.0,1.53,3.77,1.53,0.2,1.0,198500.0,55000.0,100000.0,109175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.94,0.5,50.06,0.1388,1.985
2018-08-08,100000.0,192000.0,1.53,3.76,1.53,0.2,1.0,192000.0,55000.0,100000.0,105600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.17,0.5001,50.83,0.1388,1.92
2018-08-09,100000.0,196000.0,1.53,3.78,1.53,0.19,1.0,196000.0,55000.0,100000.0,107800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.48,0.5001,50.52,0.1388,1.96
2018-08-10,100000.0,196000.0,1.53,3.81,1.53,0.2,1.0,196000.0,55000.0,100000.0,107800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1388,1.96
2018-08-13,100000.0,199500.0,1.53,3.78,1.53,0.2,1.0,199500.0,55000.0,100000.0,109725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.56,0.5,50.44,0.1388,1.995
2018-08-14,100000.0,197500.0,1.53,3.78,1.53,0.2,1.0,197500.0,55000.0,100000.0,108625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.75,0.5,50.25,0.1388,1.975
2018-08-15,100000.0,194500.0,1.53,3.84,1.53,0.2,1.0,194500.0,55000.0,100000.0,106975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.62,0.5,50.38,0.1388,1.945
2018-08-16,100000.0,194000.0,1.53,3.88,1.53,0.19,1.0,194000.0,55000.0,100000.0,106700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.94,0.5,50.06,0.1388,1.94
2018-08-17,100000.0,190000.0,1.53,4.28,1.53,0.19,1.0,190000.0,55000.0,100000.0,104500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.48,0.5001,50.52,0.1388,1.9
2018-08-20,100000.0,192000.0,1.53,4.39,1.53,0.19,1.0,192000.0,55000.0,100000.0,105600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.74,0.5,50.26,0.1388,1.92
2018-08-21,100000.0,191500.0,1.53,4.48,1.53,0.19,1.0,191500.0,55000.0,100000.0,105325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.93,0.5,50.07,0.1388,1.915
2018-08-22,100000.0,189000.0,1.53,4.58,1.53,0.19,1.0,189000.0,55000.0,100000.0,103950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,100.0,7.63,0.0,0.0,0.0,100.0,49.67,0.5,50.33,0.1388,1.89
