DATE,AI FP Equity_DX_SI_QTY,AI FP Equity_DX_SHORT_INTEREST_VALUE,AI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AI FP Equity_DX_SI_MV,AI FP Equity_DX_DSS,AI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AI FP Equity_DX_SUPPLY_SI_QTY,AI FP Equity_DX_BROKER_SI_QTY,AI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AI FP Equity_DX_BROKER_SI_MV_NEW_x,AI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AI FP Equity_DX_BROKER_SI_MV_INC_x,AI FP Equity_DX_SUPPLY_SI_MV_NEW,AI FP Equity_DX_BROKER_SI_QTY_ADD,AI FP Equity_DX_BROKER_SI_QTY_NEW,AI FP Equity_DX_SUPPLY_SI_MV_DEC,AI FP Equity_DX_BROKER_SI_QTY_INC,AI FP Equity_DX_SUPPLY_SI_QTY_DEC,AI FP Equity_DX_BROKER_SI_MV_NEW_y,AI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AI FP Equity_DX_BROKER_SI_MV_INC_y,AI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AI FP Equity_DX_BROKER_SI_MV_ADD,AI FP Equity_DX_SUPPLY_SI_QTY_ADD,AI FP Equity_DX_BROKER_SI_QTY_DEC,AI FP Equity_DX_SUPPLY_SI_MV,AI FP Equity_DX_BROKER_SI_MV_DEC,AI FP Equity_DX_SUPPLY_SI_MV_RMV,AI FP Equity_DX_BROKER_SI_MV_RMV,AI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AI FP Equity_DX_UTILIZATION_QUANTITY,AI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AI FP Equity_DX_ACTIVE_UTILIZATION_MV,AI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AI FP Equity_DX_BROKER_SI_CON_RATIO,AI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AI FP Equity_DX_DEMAND_SUPPLY_RATIO,AI FP Equity_PX_LAST
2006-09-15,8758933.0,1049203591.38,7.3,21.57,7.27,1391.86,2.0,706882339.73,4565181.0,5901176.0,546847920.92,0.0,0.0,2101.0,13.54,0.0,0.0,0.0,0.16,86298.0,835.0,0.0,0.0,13.54,2101.0,0.0,0.0,168199.0,726.07,26.81,0.0,0.0,33.73,33.73,8968191.0,1074269914.54,0.0,1425.93,33.74,16.71,0.1175,17.08,0.6472,158.5
2006-09-18,8784732.0,1051630060.33,7.33,20.72,7.29,1391.06,2.0,710855492.98,4556451.0,5938091.0,545457828.42,0.0,0.0,2736.0,5.56,0.0,0.0,0.0,2.11,40534.0,11466.0,0.0,0.0,5.56,2736.0,0.0,0.0,3619.0,720.85,0.74,0.0,0.0,33.74,33.74,8947579.0,1071124656.23,0.0,1419.41,33.68,16.65,0.1181,17.5,0.6505,158.4
2006-09-19,8659870.0,1026211148.78,7.22,20.53,7.19,1370.43,2.0,705141714.12,4443829.0,5950467.0,526602231.11,0.0,0.0,52075.0,2.13,0.0,0.0,0.0,26.19,12834.0,165496.0,0.0,0.0,2.13,52075.0,0.0,799.0,458.0,703.97,0.15,0.0,0.0,32.91,32.91,9057752.0,1073360926.36,0.0,1432.08,32.96,16.73,0.1185,17.56,0.6414,156.8
2006-09-20,8665324.0,1041919780.62,7.22,20.23,7.19,1367.44,2.0,716258616.88,4434753.0,5956901.0,533235326.56,0.0,300.0,18477.0,4.53,0.05,0.0,0.0,8.71,24141.0,54757.0,0.0,300.0,4.53,18477.0,0.0,26904.0,17708.0,697.45,3.99,0.0,0.0,33.24,33.24,8908688.0,1071181902.32,0.0,1411.17,33.08,16.62,0.1177,17.34,0.6494,159.1
2006-09-21,8671106.0,1043270329.67,7.23,20.05,7.19,1376.9,2.0,718271591.7,4410141.0,5969890.0,530609273.49,0.0,0.0,7646.0,5.86,0.0,0.0,0.0,4.4,29190.0,31958.0,0.0,0.0,5.86,7646.0,0.0,0.0,16200.0,699.28,2.53,0.05,0.0,33.03,33.03,8943592.0,1076054677.95,300.0,1420.2,32.99,16.65,0.118,17.53,0.6493,159.2
2006-09-22,8170341.0,968201026.52,6.81,18.86,6.78,1296.48,2.0,647471336.84,4406893.0,5463805.0,522225244.5,0.0,0.0,5901.0,6.17,0.0,0.0,0.0,1.48,57458.0,9149.0,0.0,0.0,6.17,5901.0,0.0,0.0,563543.0,699.0,88.04,0.0,0.0,33.07,33.07,8919548.0,1056983488.17,0.0,1406.5,33.2,17.76,0.1185,18.67,0.6131,156.8
2006-09-25,8350696.0,999040021.42,6.96,19.03,6.93,1319.33,2.0,677900308.85,4322074.0,5666379.0,517073654.88,0.0,0.0,6484.0,36.73,0.0,0.0,0.0,14.36,236000.0,91303.0,0.0,0.0,36.73,6484.0,0.0,0.0,33426.0,680.55,6.98,0.0,0.0,32.5,32.5,8978220.0,1074114193.73,0.0,1419.57,32.41,17.28,0.1141,18.06,0.6279,158.3
2006-09-26,8290388.0,1006862186.59,6.91,18.76,6.88,1322.26,2.0,683681837.93,4300349.0,5629358.0,522274566.31,0.0,0.0,7446.0,0.0,0.0,0.0,0.0,3.48,0.0,29871.0,0.0,0.0,0.0,7446.0,0.0,700.0,37021.0,684.28,3.37,0.0,0.0,32.36,32.36,8989174.0,1091729288.1,0.0,1434.92,32.29,17.38,0.1146,18.02,0.6238,160.7
2006-09-27,8404724.0,1020113030.14,7.01,18.58,6.97,1349.53,2.0,682702326.82,4451704.0,5624793.0,540320093.4,0.0,41017.0,77758.0,4.22,6.59,0.0,0.0,0.32,14614.0,5177.0,0.0,41017.0,4.22,77758.0,0.0,37757.0,19180.0,715.0,3.92,0.0,0.0,33.57,33.57,8810004.0,1069303391.28,0.0,1413.78,33.59,17.19,0.1146,18.09,0.6338,160.6
2006-09-28,8410183.0,1020140008.29,7.01,18.43,6.98,1350.76,2.0,673119460.93,4448810.0,5549295.0,539632618.02,0.0,0.0,69370.0,8.4,0.0,0.0,0.0,5.05,49791.0,31247.0,0.0,0.0,8.4,69370.0,0.0,0.0,125288.0,714.26,20.06,6.59,0.0,33.5,33.5,8830978.0,1071181681.79,41017.0,1414.6,33.55,17.18,0.1136,18.06,0.6333,160.5
2006-09-29,8113393.0,986592602.47,6.76,17.75,6.73,1304.42,2.0,638763021.03,4407546.0,5252964.0,535959774.0,0.0,0.0,330.0,0.54,0.0,0.0,0.0,6.54,3071.0,41594.0,0.0,0.0,0.54,330.0,0.0,0.0,299402.0,708.37,47.83,0.0,0.0,33.14,33.14,8892967.0,1081389186.53,0.0,1425.94,33.19,17.82,0.1196,18.71,0.61,160.9
2006-10-02,8406224.0,1029189319.48,7.01,18.53,6.97,1352.19,2.0,678250990.1,4410935.0,5539826.0,540038808.26,0.0,0.0,6168.0,46.16,0.0,0.0,0.0,0.56,286862.0,2779.0,0.0,0.0,46.16,6168.0,0.0,0.0,0.0,708.02,0.0,0.0,0.0,33.19,33.19,8880732.0,1087284198.42,0.0,1430.33,33.11,17.16,0.1136,18.08,0.6324,162.0
2006-10-03,8361597.0,1014878543.6,6.97,18.31,6.94,1352.07,2.0,667881254.51,4378025.0,5502682.0,531377395.47,0.0,0.0,180.0,2.1,0.0,0.0,0.0,4.82,4627.0,33091.0,0.0,0.0,2.1,180.0,0.0,0.0,41772.0,708.22,5.38,0.0,0.0,32.93,32.93,8916962.0,1082285286.87,0.0,1432.61,33.08,17.29,0.1138,18.22,0.6289,160.6
2006-10-04,8348874.0,1022167854.49,6.96,18.19,6.93,1347.0,2.0,686036552.08,4303764.0,5603417.0,526917667.47,0.0,41017.0,6048.0,21.82,6.63,0.0,0.0,21.65,134047.0,133868.0,0.0,41017.0,21.82,6048.0,0.0,12542.0,8312.0,692.82,1.59,0.0,4.01,32.49,32.49,8943438.0,1094961408.24,0.0,1445.17,32.41,17.18,0.1149,19.64,0.6302,162.0
2006-10-05,8219464.0,1009429890.55,6.85,17.69,6.82,1332.5,2.0,671828364.47,4263563.0,5470483.0,523606883.91,4.06,0.0,14652.0,0.0,0.0,0.0,25000.0,1.94,0.0,13836.0,4.06,0.0,0.0,14652.0,0.0,0.0,157934.0,689.93,23.46,6.63,0.0,32.06,32.06,9035570.0,1109655621.84,41017.0,1461.91,32.06,17.5,0.1136,18.5,0.618,162.5
2006-10-06,8181622.0,998599248.88,6.82,17.66,6.79,1334.22,2.0,663218195.82,4259373.0,5433812.0,519873281.67,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.15,4726.0,4190.0,0.0,0.0,1.4,0.0,0.0,0.0,41397.0,694.2,1.77,0.0,0.0,32.63,32.63,8794272.0,1073375598.83,0.0,1423.57,32.78,17.38,0.1133,18.54,0.6268,161.5
2006-10-09,8195658.0,999693009.58,6.83,17.93,6.8,1329.05,2.0,664613058.24,4253329.0,5448614.0,518814141.43,0.0,0.0,2468.0,1.0,0.0,0.0,0.0,1.68,17495.0,8512.0,0.0,0.0,1.0,2468.0,0.0,0.0,2692.0,687.18,0.35,0.0,0.0,32.63,32.63,8780689.0,1071054137.76,0.0,1417.68,32.65,17.39,0.1132,18.49,0.6288,161.4
2006-10-10,7666209.0,933952932.66,6.39,16.65,6.36,1243.41,2.0,599919872.25,4236691.0,4924350.0,516144287.77,0.0,0.0,9585.0,0.55,0.0,0.0,0.0,4.29,2621.0,26654.0,0.0,0.0,0.55,9585.0,0.0,431.0,238036.0,685.94,38.69,0.0,46.61,32.5,32.5,8799484.0,1072016675.74,0.0,1419.24,32.58,18.56,0.1263,19.85,0.5881,161.2
2006-10-11,7656102.0,925778287.79,6.38,16.76,6.35,1236.94,2.0,614652002.69,4089889.0,5083116.0,494550678.09,46.21,33110.0,95089.0,0.54,5.31,0.0,286142.0,45.28,9103.0,279102.0,46.21,33110.0,0.54,95089.0,0.0,4101.0,136478.0,659.34,23.58,0.0,0.0,30.69,30.69,9236068.0,1116828278.79,0.0,1483.29,30.77,18.64,0.1226,19.96,0.5745,160.0
2006-10-12,7220959.0,894989674.34,6.02,15.57,5.99,1164.95,2.0,579534946.7,4055612.0,4675806.0,502666039.67,0.0,0.0,10446.0,0.0,0.0,0.0,0.0,1.23,0.0,6833.0,0.0,0.0,0.0,10446.0,0.0,1221.0,407311.0,649.96,62.53,6.27,0.0,30.7,30.7,9156498.0,1134886815.32,39110.0,1484.59,30.45,15.97,0.1161,19.23,0.5465,164.0
2006-10-13,7912318.0,968719508.06,6.6,17.05,6.56,1295.65,2.0,645995469.6,4115405.0,5276369.0,503856531.94,0.0,0.0,4078.0,103.11,0.0,0.0,0.0,0.48,609180.0,6995.0,0.0,0.0,103.11,4078.0,0.0,62710.0,8617.0,673.88,0.58,0.0,0.0,31.26,31.26,9050765.0,1108101648.39,0.0,1469.1,31.45,18.02,0.116,19.36,0.601,162.0
2006-10-16,7935955.0,980609849.67,6.62,17.22,6.58,1289.97,2.0,651133698.5,4143088.0,5269545.0,511942532.54,0.0,0.0,29239.0,0.0,0.0,0.0,0.0,1.5,0.0,6555.0,0.0,0.0,0.0,29239.0,0.0,5000.0,6824.0,670.97,2.71,0.0,0.0,31.59,31.59,8973226.0,1108780707.42,0.0,1457.93,31.52,17.9,0.1154,19.21,0.605,163.5
2006-10-17,7848401.0,961487177.76,6.54,17.79,6.51,1280.44,2.0,634815445.6,4106393.0,5181854.0,503063517.82,0.0,0.0,9406.0,2.19,0.0,0.0,0.0,8.25,7236.0,52572.0,0.0,0.0,2.19,9406.0,0.0,6471.0,94927.0,669.66,14.77,0.0,0.0,31.38,31.38,8980753.0,1100208673.86,0.0,1458.41,31.47,16.99,0.1142,19.54,0.5997,162.1
2006-10-18,7809515.0,966166645.49,6.51,17.62,6.48,1271.35,2.0,624381845.79,4213285.0,5046872.0,521253296.13,0.0,39110.0,2779.0,0.0,6.38,0.0,0.0,7.71,0.0,41784.0,0.0,39110.0,0.0,2779.0,0.0,106786.0,134981.0,684.41,23.64,0.0,0.0,32.22,32.22,8863642.0,1096579654.17,0.0,1445.87,32.13,15.56,0.1104,19.3,0.5972,163.7
2006-10-19,7664518.0,950545099.48,6.39,17.67,6.36,1251.12,2.0,606724399.61,4189961.0,4892193.0,519634358.69,0.0,0.0,5167.0,2.32,0.0,0.0,0.0,0.11,10106.0,1246.0,0.0,0.0,2.32,5167.0,0.0,5865.0,164786.0,682.88,26.83,5.41,0.0,31.72,31.72,9017846.0,1118383350.81,33110.0,1474.71,31.65,15.93,0.1153,20.42,0.5803,164.1
2006-10-20,7545862.0,925564472.4,6.29,17.47,6.26,1235.25,2.0,599666599.36,4074631.0,4888910.0,499788319.97,0.0,0.0,5098.0,0.0,0.0,0.0,0.0,19.57,0.0,120428.0,0.0,0.0,0.0,5098.0,0.0,0.0,3283.0,667.5,0.0,0.0,0.0,30.67,30.67,9212601.0,1130004257.16,0.0,1502.47,30.76,15.97,0.115,20.41,0.5679,162.3
2006-10-23,7570638.0,938902205.05,6.31,17.27,6.28,1235.87,2.0,601305021.67,4139603.0,4848495.0,513389014.87,0.0,1300.0,1486.0,1.8,0.21,0.0,0.0,4.88,11000.0,29040.0,0.0,1300.0,1.8,1486.0,0.0,91226.0,51415.0,675.03,9.6,0.0,0.0,31.52,31.52,8991901.0,1115165680.42,0.0,1468.83,31.49,16.01,0.1157,20.35,0.5765,164.1
2006-10-24,7677457.0,952149780.04,6.4,17.57,6.37,1259.15,2.0,605587890.4,4200833.0,4883029.0,520982692.18,0.0,0.0,89810.0,11.65,0.0,0.0,0.0,4.29,65216.0,28580.0,0.0,0.0,11.65,89810.0,0.0,0.0,30682.0,688.88,4.85,0.0,0.0,32.03,32.03,8913262.0,1105412958.06,0.0,1460.1,32.06,15.96,0.1165,20.39,0.5854,164.1
2006-10-25,7620220.0,983636586.12,6.35,17.79,6.32,1257.89,2.0,618192066.52,4249353.0,4789126.0,548516850.98,0.0,33110.0,44863.0,0.0,5.65,0.0,0.0,4.82,0.0,29608.0,0.0,33110.0,0.0,44863.0,0.0,155.0,93903.0,698.92,8.1,0.0,0.0,32.7,32.7,8746983.0,1129081902.75,0.0,1460.39,32.37,16.03,0.1171,20.52,0.5863,170.8
2006-10-26,7579987.0,966413172.84,6.32,16.7,6.29,1279.53,2.0,602780086.16,4237921.0,4727859.0,540315264.38,0.0,0.0,30505.0,9.7,0.0,0.0,0.0,0.0,23919.0,8995.0,0.0,0.0,9.7,30505.0,0.0,168.0,85187.0,717.99,16.44,5.65,0.0,32.61,32.61,8756616.0,1116427911.01,33110.0,1482.84,32.62,16.28,0.1173,21.04,0.5833,168.7
2006-10-27,7455311.0,939812265.72,6.21,15.75,6.18,1247.39,2.0,579978265.98,4251499.0,4600832.0,535941546.62,0.0,0.0,37632.0,0.0,0.0,0.0,0.0,4.75,0.0,26612.0,0.0,0.0,0.0,37632.0,0.0,2558.0,127027.0,712.95,23.49,0.0,0.0,32.78,32.78,8718218.0,1099013604.08,0.0,1461.43,32.79,16.59,0.114,19.57,0.5748,166.8
2006-10-30,7498263.0,936726529.68,6.25,16.1,6.22,1246.21,2.0,581577211.74,4135362.0,4655381.0,516613420.37,0.0,0.0,9031.0,12.45,0.0,0.0,0.0,21.18,84550.0,125168.0,0.0,0.0,12.45,9031.0,0.0,0.0,30000.0,688.61,4.78,0.0,0.0,31.72,31.72,8900235.0,1111869008.18,0.0,1480.12,31.75,16.56,0.1127,19.94,0.5752,165.3
2006-10-31,7445367.0,938558730.74,6.2,15.64,6.17,1230.09,2.0,575217001.26,4163978.0,4563062.0,524908699.13,0.0,0.0,33230.0,1.55,0.0,0.0,0.0,1.73,9415.0,7696.0,0.0,0.0,1.55,33230.0,0.0,3081.0,101735.0,687.65,18.86,0.0,0.0,31.94,31.94,8873726.0,1118616854.14,0.0,1476.98,31.77,16.63,0.1104,18.93,0.5711,166.8
2006-11-01,7441333.0,952109712.49,6.2,15.59,6.17,1242.06,2.0,583383757.06,4191801.0,4559509.0,536335955.52,0.0,28010.0,3036.0,6.09,4.75,0.0,0.0,0.0,23516.0,5186.0,0.0,28010.0,6.09,3036.0,0.0,18263.0,27069.0,699.69,4.18,2.72,0.0,32.31,32.31,8782264.0,1123680240.09,16300.0,1472.36,32.21,16.65,0.112,19.25,0.5736,169.3
2006-11-02,7366855.0,930888558.78,6.14,15.55,6.11,1238.44,2.0,574995162.65,3947323.0,4550390.0,498790571.89,0.0,16300.0,894.0,3.96,2.72,0.0,0.0,6.74,12439.0,44741.0,0.0,16300.0,3.96,894.0,0.0,0.0,21558.0,665.99,3.69,35.8,0.0,31.82,31.82,8456784.0,1068613875.21,216931.0,1422.65,31.89,16.91,0.1126,19.6,0.5939,167.2
2006-11-03,7292409.0,925339310.08,6.08,15.14,6.05,1220.36,2.0,567261456.52,3968553.0,4470471.0,503572700.74,0.06,0.0,28256.0,0.0,0.0,21745.0,370.0,1.24,0.0,7025.0,0.06,0.0,0.0,28256.0,3.66,0.0,102035.0,665.64,18.67,0.0,0.0,31.98,31.98,8442631.0,1071291852.22,0.0,1416.87,31.96,17.05,0.1145,19.65,0.5876,167.9
2006-11-06,7094958.0,913153471.55,5.91,14.72,5.88,1195.88,2.0,555598680.52,3922232.0,4316853.0,504809157.01,0.0,0.0,1433.0,3.0,0.0,0.0,0.0,10.78,17000.0,67255.0,0.0,0.0,3.0,1433.0,0.0,19500.0,170618.0,659.39,23.41,0.0,0.0,31.47,31.47,8540906.0,1099253577.55,0.0,1444.13,31.35,16.36,0.115,20.16,0.5693,170.3
2006-11-07,7083365.0,916479340.0,5.9,14.79,5.87,1205.95,2.0,559652140.96,3901005.0,4325488.0,504730518.3,0.0,0.0,7835.0,10.63,0.0,0.0,0.0,2.82,48578.0,29062.0,0.0,0.0,10.63,7835.0,0.0,0.0,39942.0,663.17,6.31,0.0,0.0,31.4,31.4,8521300.0,1102526186.35,0.0,1453.65,31.33,16.38,0.1172,20.28,0.5702,171.2
2006-11-08,7191218.0,940759949.24,5.99,15.21,5.96,1236.05,2.0,573307452.99,4186589.0,4382392.0,547692373.55,0.0,206810.0,118505.0,11.11,35.69,0.0,0.0,6.09,63500.0,39731.0,0.0,206810.0,11.11,118505.0,0.0,0.0,6596.0,718.69,0.0,0.0,0.0,32.14,32.14,8838004.0,1156193595.36,0.0,1523.7,32.05,16.07,0.1163,19.82,0.5521,173.1
2006-11-09,6983884.0,910469526.14,5.82,14.81,5.79,1204.55,2.0,541831057.09,4176572.0,4156191.0,544488071.36,0.0,0.0,20715.0,2.55,0.0,0.0,0.0,0.09,9799.0,2723.0,0.0,0.0,2.55,20715.0,0.0,0.0,236000.0,720.33,40.18,4.85,0.0,31.93,31.93,8903676.0,1160747467.83,28010.0,1535.33,31.93,16.62,0.1219,20.6,0.5339,172.5
2006-11-10,7186919.0,940197551.18,5.99,15.33,5.96,1240.61,2.0,572083363.99,4176504.0,4373035.0,546373047.1,0.0,0.0,381.0,40.64,0.0,0.0,0.0,0.04,236000.0,448.0,0.0,0.0,40.64,381.0,0.0,0.0,19156.0,720.11,3.17,0.0,0.0,31.94,31.94,8897904.0,1164029753.43,0.0,1537.05,31.9,16.13,0.1153,19.49,0.5497,173.1
2006-11-13,7207387.0,948866885.39,6.01,15.26,5.98,1249.12,2.0,578898050.92,4166068.0,4397184.0,548471168.19,0.0,0.0,3.0,5.04,0.0,0.0,0.0,1.45,24259.0,10440.0,0.0,0.0,5.04,3.0,0.0,0.0,110.0,719.81,0.02,0.0,0.0,31.83,31.83,8921890.0,1174584627.7,0.0,1545.63,31.77,16.11,0.1153,19.62,0.5507,174.2
2006-11-14,7081573.0,924810543.13,5.9,14.88,5.87,1231.25,2.0,554924616.02,4176864.0,4249237.0,545473140.56,0.0,169728.0,12395.0,0.0,29.57,0.0,0.0,1.43,0.0,11605.0,0.0,169728.0,0.0,12395.0,0.0,10007.0,147948.0,726.19,24.81,29.18,0.0,31.99,31.99,8881088.0,1159816303.09,169728.0,1537.07,32.09,16.36,0.1121,17.99,0.5423,172.8
2006-11-15,6213741.0,816172987.2,5.18,13.09,5.15,1074.77,2.0,439447087.13,4198944.0,3345627.0,551530015.1,0.0,28010.0,35933.0,0.0,4.86,0.0,0.0,8.1,0.0,44563.0,0.0,28010.0,0.0,35933.0,0.0,2699.0,903609.0,725.95,157.46,0.0,0.0,32.31,32.31,8795052.0,1155227400.6,0.0,1524.87,32.25,16.48,0.1065,18.77,0.4782,173.8
2006-11-16,6148074.0,814517275.47,5.12,13.02,5.1,1070.79,2.0,446607907.04,4116292.0,3371050.0,545340043.87,0.0,0.0,8794.0,4.73,0.0,0.0,0.0,15.17,26994.0,91445.0,0.0,0.0,4.73,8794.0,0.0,0.0,1571.0,716.81,0.0,0.0,0.0,31.48,31.48,8959128.0,1186935051.39,0.0,1563.88,31.43,16.44,0.1062,18.67,0.4702,175.3
2006-11-17,6263912.0,822289536.37,5.22,13.27,5.19,1093.71,2.0,433954828.03,4297524.0,3305715.0,564153681.84,0.0,0.0,169809.0,0.0,0.0,0.0,0.0,3.87,0.0,27080.0,0.0,0.0,0.0,169809.0,0.0,38503.0,65335.0,751.18,12.62,0.0,0.0,32.76,32.76,8820231.0,1157868063.87,0.0,1538.58,32.81,15.27,0.1075,18.48,0.4775,173.7
2006-11-20,6151748.0,807565305.96,5.12,12.88,5.1,1068.94,2.0,430606944.14,4191151.0,3280212.0,550189659.86,0.0,0.0,11661.0,0.16,0.0,0.0,0.0,21.75,2597.0,118034.0,0.0,0.0,0.16,11661.0,0.0,0.0,28100.0,728.52,4.95,0.0,0.0,32.03,32.03,8892308.0,1167329908.63,0.0,1546.39,32.02,14.94,0.1085,18.81,0.4702,173.7
2006-11-21,6206481.0,818971836.69,5.17,12.97,5.14,1078.17,2.0,432784890.62,4258811.0,3279809.0,561968411.21,0.0,0.0,121472.0,0.0,0.0,0.0,0.0,9.49,0.0,53858.0,0.0,0.0,0.0,121472.0,0.0,46.0,403.0,739.64,0.09,0.0,0.0,32.31,32.31,8920920.0,1177153726.47,0.0,1554.38,32.24,15.42,0.1087,18.61,0.4709,174.6
2006-11-22,6266729.0,819817679.83,5.22,13.07,5.19,1086.6,2.0,425205373.68,4335147.0,3250292.0,567126830.48,0.0,0.0,99737.0,0.03,0.0,0.0,0.0,4.16,702.0,23400.0,0.0,0.0,0.03,99737.0,0.0,0.0,30218.0,752.55,5.95,0.0,0.0,32.83,32.83,8870089.0,1160390976.52,0.0,1541.71,32.8,15.99,0.1096,18.48,0.4746,173.1
2006-11-23,6332934.0,834222015.16,5.28,13.23,5.25,1097.76,2.0,424728681.3,4427154.0,3224296.0,583178244.29,0.0,0.0,292.0,0.07,0.0,0.0,0.0,0.2,634.0,916.0,0.0,0.0,0.07,292.0,0.0,92630.0,26630.0,767.19,4.11,0.0,0.0,33.53,33.53,8776318.0,1156083055.29,0.0,1524.69,33.47,17.37,0.1122,18.22,0.4796,174.3
2006-11-24,6358796.0,834264782.72,5.3,13.45,5.27,1100.75,2.0,422947635.66,4451971.0,3223722.0,584092117.28,0.0,212202.0,864.0,0.0,36.83,0.0,0.0,8.71,0.0,49914.0,0.0,212202.0,0.0,864.0,0.0,0.0,574.0,770.63,0.17,23.98,0.0,32.19,32.19,9377657.0,1230334953.27,138335.0,1625.19,32.17,15.82,0.1098,18.16,0.4598,173.6
2006-11-27,8073158.0,1037832014.4,6.72,17.08,6.69,1084.59,2.0,514222393.54,5455560.0,4000068.0,701330857.7,0.0,0.0,1121906.0,0.0,0.0,0.0,0.0,23.37,796961.0,134153.0,0.0,0.0,0.0,1121906.0,0.0,15836.0,20616.0,757.86,3.73,0.0,0.0,28.72,28.72,13541098.0,1740754363.36,0.0,1624.01,31.82,15.1,0.1095,18.49,0.425,170.1
2006-11-28,6111946.0,789868722.03,5.09,12.7,5.07,1039.91,2.0,410859945.52,4173788.0,3179204.0,539393606.16,0.0,0.0,343.0,0.0,0.0,0.0,0.0,38.49,0.0,1282114.0,0.0,0.0,0.0,343.0,0.0,0.0,820863.0,709.46,5.06,0.0,0.0,30.18,30.18,9656132.0,1247896601.61,0.0,1642.67,30.16,15.59,0.1115,18.95,0.4419,171.0
2006-11-29,6112040.0,797733486.83,5.09,12.62,5.07,1049.33,2.0,416530185.73,4157718.0,3191353.0,542658568.56,0.0,0.0,81703.0,3.36,0.0,0.0,0.0,16.25,15008.0,97773.0,0.0,0.0,3.36,81703.0,0.0,0.0,2859.0,713.24,0.0,0.0,0.0,30.22,30.22,9602377.0,1253286576.34,0.0,1643.75,30.26,15.9,0.1115,18.9,0.4442,172.7
2006-11-30,7263508.0,938140272.07,6.05,14.95,6.02,1094.71,2.0,368206509.4,5200229.0,2850822.0,671651252.93,0.0,0.0,971060.0,0.0,0.0,0.0,0.0,13.45,0.0,82410.0,0.0,0.0,0.0,971060.0,0.0,153860.0,1707.0,727.42,0.0,0.0,58.17,27.12,27.12,13974056.0,1804861328.4,0.0,1646.21,30.65,15.19,0.1077,17.62,0.3788,170.9
2006-12-01,11272442.0,1427812965.59,9.39,22.98,9.34,1197.01,2.0,950578481.8,5193020.0,7504723.0,657768856.7,229.01,0.0,53608.0,0.8,0.0,0.0,4660167.0,13.71,5000.0,80140.0,229.01,0.0,0.8,53608.0,0.0,19323.0,11266.0,709.19,1.6,0.0,8.58,26.77,26.77,14208072.0,1799651700.81,0.0,1646.9,30.1,15.88,0.1174,20.29,0.581,167.6
2006-12-04,11262870.0,1447880378.42,9.38,22.74,9.34,1171.14,2.0,970749886.78,5075387.0,7551335.0,652458321.03,8.55,0.0,37525.0,0.0,0.0,0.0,50000.0,25.95,46612.0,154617.0,8.55,0.0,0.0,37525.0,0.0,0.0,0.0,676.71,0.0,0.09,0.0,26.33,26.33,14202331.0,1825758122.28,540.0,1617.46,29.5,16.02,0.1183,20.36,0.5842,170.1
2006-12-05,11242915.0,1452962264.88,9.37,22.27,9.32,1213.24,2.0,969292244.12,5164425.0,7500312.0,667417181.82,0.0,0.0,7260.0,15.28,0.0,0.0,0.0,1.14,85000.0,68414.0,0.0,0.0,15.28,7260.0,0.0,150191.0,136023.0,710.21,0.0,0.0,0.0,27.37,27.37,13701330.0,1770672060.46,0.0,1592.19,30.85,15.65,0.1177,19.95,0.5959,171.0
2006-12-06,11377483.0,1478951525.97,9.48,21.94,9.43,1209.4,2.0,966801448.81,5346575.0,7437544.0,694997764.88,0.0,0.0,50453.0,1.21,0.0,0.0,0.0,1.27,49780.0,7652.0,0.0,0.0,1.21,50453.0,0.0,139349.0,112549.0,721.77,18.08,0.0,0.0,28.48,28.48,13425720.0,1745200505.35,0.0,1571.45,31.47,15.93,0.1175,20.3,0.6061,172.0
2006-12-07,11376202.0,1483943561.98,9.45,23.2,9.4,1208.32,2.0,969623804.31,5336040.0,7433326.0,696047960.86,0.0,0.0,1551.0,1.34,0.0,0.0,0.0,0.64,29759.0,12086.0,0.0,0.0,1.34,1551.0,0.0,0.0,33977.0,723.22,5.85,0.0,0.0,28.32,28.32,13503518.0,1761436602.5,0.0,1587.28,31.3,16.02,0.1188,20.44,0.6038,172.6
